name,MV,MVerror,Mbol1,Mbol1error,Mbol2,Mbol2error,a,aerror,M1,M1error,M2,M2error,R1,R1error,R2,R2error,L1,L1error,L2,L2error
TIC 410299018,3.880925227,1.38544844,3.889626637,1.131213914,6.212906368,1.131213914,2.665579714,0.964653005,2.345716588,1.753819885,0.073867996,0.050881695,1.667240234,0.603361548,0.593761751,0.214877857,3.026684405,2.279300643,0.356168286,0.268219112
TIC 458490358,3.53264943,1.338054107,3.721073429,1.092516603,5.307316256,1.092516603,2.393938123,0.83316967,1.349622778,0.981388718,0.0953372,0.062707431,1.367198159,0.475830193,0.633418755,0.220450683,3.462011668,2.536750976,0.803214234,0.588546397
TIC 50717816,3.496022918,1.33306987,3.712184047,1.088446991,5.238253749,1.088446991,2.333798774,0.808872398,1.204173454,0.873003365,0.098537793,0.064494288,1.293309387,0.4482487,0.650362984,0.225409608,3.482931334,2.544539122,0.854116342,0.623995204
TIC 68901227,5.218416381,1.567457932,5.093711106,1.279824042,6.221717049,1.279824042,2.644088636,1.105691894,1.202933085,0.980068271,0.917807002,0.756060957,1.451416907,0.606946336,0.697595919,0.291717207,1.086848894,0.898630708,0.384562374,0.317964678
TIC 71107089,3.855467128,1.381984031,3.932692023,1.128385236,5.329671039,1.128385236,3.202494917,1.155684978,1.486137197,1.020270841,0.647350368,0.483040411,1.867709014,0.674000523,0.836701707,0.301940712,2.904497356,2.183015032,0.802193944,0.602927537
TIC 75067322,3.983801491,1.399448126,4.155742992,1.14264461,5.452574603,1.14264461,2.781815764,1.018251925,2.431889799,1.832833686,0.22760388,0.158896037,1.486030762,0.543944607,0.78014646,0.285563712,2.383638255,1.809144536,0.721950967,0.547949608
TIC 88646716,3.084839076,1.277114836,3.256734036,1.042759897,4.443371675,1.042759897,4.42456293,1.462629526,2.900138709,1.794390909,1.604509226,1.123612899,2.352338118,0.777613346,1.19244913,0.394188383,5.173189904,3.651839918,1.734216706,1.224212123
TIC 159950145,3.336652404,1.31138229,4.356463466,1.070739156,3.774029356,1.070739156,3.393220758,1.154862306,1.382760954,0.989320195,1.171687182,0.750511341,1.100714428,0.374621545,1.536303447,0.522871651,1.906232757,1.374572614,3.259489393,2.350397578
TIC 357372327,3.017144973,1.267902836,4.090724901,1.03523833,3.423713353,1.03523833,3.801871032,1.246868779,1.576927843,1.097811246,1.541463997,0.944789149,1.236743606,0.405604761,1.801458204,0.590809623,2.390492689,1.677636005,4.418674789,3.101004222
TIC 372366518,1.535335021,1.066254042,1.617242419,0.87059278,2.934218681,0.87059278,9.966094052,2.715556694,39.42244047,23.75205518,4.876463268,2.395754505,5.267631936,1.435321911,2.753898335,0.750380944,21.55815156,13.09107653,6.409453717,3.892107766
TIC 408518243,2.783232736,1.236071412,3.039428652,1.009248082,4.429920024,1.009248082,3.045013667,0.971377009,1.879338906,1.281426485,0.217280424,0.128851533,1.541620027,0.491785724,0.844032873,0.269251378,6.212841534,4.270828488,1.726210396,1.186630706
TIC 434515577,4.493089117,1.468753394,4.636235663,1.199232124,6.295534506,1.199232124,1.938988202,0.750321875,1.078894906,0.844746302,0.070934528,0.052852344,1.05005857,0.406336622,0.4813079,0.186249635,1.580491141,1.244911694,0.342825035,0.270034348
TIC 47831368,3.739222528,1.366165145,4.076286423,1.11546917,4.9768652,1.11546917,2.61097891,0.930086897,1.569757825,1.160621097,0.272088806,0.183958256,1.239216099,0.441435453,0.870729833,0.310172712,2.526907596,1.882175192,1.10244733,0.821161414
TIC 9070070,2.310593441,1.171753351,2.588684533,0.956732605,3.788611682,0.956732605,4.370471327,1.316196509,4.44246342,2.898224505,0.60354517,0.334140086,2.226852102,0.670631322,1.295601625,0.390179047,9.170270508,6.031647095,3.03676571,1.997400083
TIC 201249189,2.428416447,1.187787031,2.592780606,0.96982405,4.444413981,0.96982405,3.457156101,1.056428874,1.24955291,0.703933505,0.307993245,0.203214351,2.062070867,0.630122314,0.770284753,0.235381634,9.193768167,6.115851919,1.670475836,1.111229113
TIC 146637697,5.288707428,1.577023332,5.213172292,1.287634159,6.520084751,1.287634159,2.370976951,0.998907306,0.91335787,0.750478525,0.605363361,0.501044018,1.274443321,0.536930881,0.594700181,0.250550877,0.978150503,0.812363442,0.293522028,0.24377288
TIC 179244391,5.034272216,1.542399085,5.871225324,1.25936358,5.145497903,1.25936358,2.651510755,1.087303132,1.185282589,0.964229025,1.027233674,0.818419279,0.784271845,0.321605798,1.293155125,0.530283204,0.524696195,0.428715067,1.023761713,0.836488
TIC 18433724,3.178661154,1.289882404,3.40323717,1.053184573,4.937440074,1.053184573,2.511352398,0.839290684,1.306954492,0.922661741,0.112421283,0.070467388,1.36816448,0.457238778,0.686447465,0.229409844,4.544575081,3.233918057,1.106145154,0.787132509
TIC 198389193,1.762880473,1.097219056,2.010754567,0.895875608,3.488193585,0.895875608,4.137015755,1.161790911,3.188932733,1.968690146,0.331327167,0.168745092,2.204704725,0.619143379,1.080339422,0.303389834,15.17615555,9.444062184,3.892119466,2.422050706
TIC 23221002,2.719582278,1.227409682,2.962818374,1.002175809,3.858470079,1.002175809,5.566377384,1.762223069,4.720811031,2.77419354,3.65678666,2.47902146,2.723803543,0.862311178,1.636482724,0.51808338,6.643521446,4.54065907,2.911639881,1.990023535
TIC 238926969,2.465462925,1.192828418,2.870172469,0.973940325,3.579870148,0.973940325,4.678644346,1.43620921,5.076811016,3.361468362,1.124337762,0.636845082,2.139596946,0.656794707,1.527534186,0.468909048,7.135221422,4.763170763,3.71131984,2.477519492
TIC 358179405,4.920023644,1.526851824,4.81953067,1.246669294,6.17373791,1.246669294,2.93800961,1.190207626,1.560110042,1.225721277,0.937689673,0.756812081,1.585910783,0.642463218,0.747669684,0.302886062,1.371998673,1.11263539,0.394158408,0.319646515
TIC 47935311,1.622565182,1.078124564,2.042638811,0.88028502,2.252806662,0.88028502,9.804966956,2.702973175,17.42279822,8.679450265,14.10129803,8.576608841,5.142607492,1.417682503,2.822023532,0.777958145,14.63318561,8.970687585,12.05790175,7.391942697
TIC 54332627,2.469336235,1.193355509,2.88158632,0.974370693,3.368269245,0.974370693,5.478582056,1.682566029,3.964609,2.246899575,3.545731175,2.348566107,2.789000673,0.856549695,1.783255542,0.547668204,7.062087754,4.716075791,4.51086614,3.012365088
TIC 61003803,2.513158452,1.199318957,2.712340708,0.979239828,4.129165008,0.979239828,4.488961971,1.38604971,2.654184263,1.513892615,1.034796247,0.688246453,2.461390466,0.759999653,1.082816449,0.334339527,8.273043575,5.547597494,2.24354917,1.504441218
TIC 219788401,5.239564916,1.570335883,5.960068289,1.28217388,5.113875211,1.28217388,3.107861526,1.302551065,1.879945524,1.550851463,1.837677829,1.501044242,0.885509767,0.371130335,1.625529435,0.681283602,0.490042215,0.405722397,1.068343041,0.884517059
TIC 52368472,4.342128737,1.448210288,4.683337744,1.182458749,5.405502397,1.182458749,2.296720178,0.87433458,0.560593587,0.409798436,0.503613321,0.389973,1.191897653,0.453741533,0.709881763,0.270243706,1.499088089,1.168199816,0.770834763,0.600691203
TIC 168675489,2.542212712,1.203272741,2.747161782,0.982468079,4.240371181,0.982468079,3.805960125,1.179332835,1.696658325,0.971842948,0.500483533,0.333780436,2.25085323,0.697460045,0.852526112,0.26416778,8.024622456,5.39567364,2.028340439,1.363835258
TIC 369218857,4.316614736,1.444738272,4.242139806,1.17962386,5.535058761,1.17962386,3.840823333,1.458106614,2.914672981,2.123753462,1.507703985,1.1652855,2.106362296,0.799646464,0.941390363,0.357383664,2.247053072,1.74785958,0.683039387,0.531298949
TIC 160082094,4.166009989,1.424243562,4.411283141,1.162889999,4.979361893,1.162889999,3.739781864,1.396606272,5.076751247,3.879769532,1.097364271,0.784345324,1.633986854,0.610205721,1.249135256,0.466484463,1.904974807,1.465617151,1.128905882,0.868538427
TIC 17563811,3.811025586,1.375936303,3.931675212,1.123447287,5.934971655,1.123447287,2.158095628,0.774949185,1.180032982,0.877447232,0.049651821,0.033888833,1.296303381,0.465488756,0.478963843,0.171990821,2.899419218,2.171739349,0.458133907,0.343154045
TIC 381950094,2.931753246,1.256282493,3.302000787,1.025750361,4.137121648,1.025750361,3.666417859,1.190420809,2.967169301,2.050201629,0.632136313,0.382835449,1.665975865,0.540912797,1.221925183,0.396737421,4.919009952,3.42644113,2.279446254,1.587796828
TIC 398336271,1.742929091,1.094504017,1.816667745,0.893658788,3.861244633,0.893658788,6.445609287,1.805377216,12.95832199,7.983047685,0.743035344,0.377247862,3.779563883,1.058633594,1.47813297,0.414016343,18.12831458,11.2573931,2.757570813,1.712407324
TIC 401667272,1.984658486,1.127399221,2.251079323,0.92051761,2.938506213,0.92051761,8.547440581,2.470362658,24.83238154,15.68557755,6.100089707,3.215249634,3.903838748,1.128278971,2.805228252,0.810760959,12.30187836,7.833616511,6.531315638,4.159025193
TIC 412063998,4.330176076,1.446583737,4.452791474,1.181130675,5.619276288,1.181130675,2.961791676,1.126055767,1.298233667,0.947579713,0.810961335,0.627412441,1.565756611,0.59529145,0.781041393,0.296947342,1.852340678,1.442241315,0.632596723,0.492542836
TIC 428772119,4.454016009,1.463436217,5.50254287,1.194890668,4.741796808,1.194890668,2.621440668,1.010131523,0.855210605,0.667702681,0.837841578,0.621200289,0.783457766,0.301893305,1.259258524,0.485235751,0.709901121,0.557633051,1.43052775,1.123691075
TIC 47626069,3.145202475,1.285329254,3.508459612,1.049466942,4.345953213,1.049466942,3.37269908,1.122781703,2.51494379,1.770372153,0.532922324,0.332503773,1.5251965,0.507742518,1.144049682,0.380857592,4.116889401,2.92124913,1.903582746,1.350738118
TIC 82224114,3.598542285,1.347020989,3.937709504,1.099838032,4.816267304,1.099838032,2.759268862,0.967497073,0.763424909,0.506588159,0.642050468,0.469379852,1.375127922,0.482168395,0.832114154,0.291768598,2.846889072,2.097078198,1.267498416,0.933665916
TIC 32636486,3.27767857,1.303356968,3.534697672,1.064186508,4.485425829,1.064186508,3.986092951,1.347477942,2.097998014,1.333070799,1.640073639,1.167614604,1.988136075,0.672079035,1.195491881,0.404129798,4.049425727,2.905710218,1.686949862,1.210489532
TIC 153826685,4.327858188,1.446268312,4.29829409,1.180873132,6.013974528,1.180873132,2.826669687,1.074412405,1.253948962,0.914986822,0.373593653,0.288986711,1.743718628,0.662784525,0.631352963,0.239976202,2.135289976,1.662269902,0.439728573,0.342317709
TIC 169175441,2.341590616,1.175971532,2.799292952,0.960176735,3.258636269,0.960176735,5.214693472,1.576495311,3.427231246,1.906155996,2.591229449,1.695558245,2.759892063,0.834364843,1.606557215,0.485691044,7.565878634,4.991298108,4.955894399,3.26946116
TIC 193770329,4.499288787,1.469597062,4.474935791,1.199920976,5.590246694,1.199920976,3.352096498,1.298015266,1.990428451,1.484197577,1.254466671,0.982657292,1.860321528,0.720362837,0.921147967,0.356691439,1.834350184,1.445499252,0.656686195,0.517479929
TIC 141914317,2.808531085,1.239514081,3.027243859,1.012059009,4.285641641,1.012059009,4.238076701,1.35605856,5.076081043,3.469027226,0.611067303,0.363681862,2.177492577,0.696732895,1.204394184,0.385370336,6.291830392,4.334972446,1.974321587,1.360276604
TIC 200670652,4.772073249,1.506718325,4.646644254,1.230230361,6.205086961,1.230230361,2.765951893,1.102926032,1.342957445,1.036052373,0.454497016,0.363044024,1.720142071,0.685908339,0.626511702,0.249822156,1.593513572,1.279541801,0.379296368,0.304563178
TIC 232527356,3.727806635,1.364611639,3.965484931,1.114200737,4.992103542,1.114200737,3.236355036,1.151387116,1.325200102,0.894610996,0.993385222,0.733805399,1.632005171,0.580612976,0.930900876,0.331183465,2.796484416,2.081110137,1.086337969,0.808439677
TIC 312286761,2.013869522,1.13137434,2.072259609,0.92376328,3.281089002,0.92376328,8.691489449,2.521406106,31.14040404,19.72839718,4.169032571,2.207258155,4.568782299,1.325406382,2.551666709,0.740239985,14.52639737,9.277669363,4.771183971,3.047243321
TIC 343409837,3.933917027,1.39265971,4.04282089,1.137101892,6.058874769,1.137101892,2.171242572,0.790386495,1.265566924,0.95013924,0.053124304,0.036847308,1.301288952,0.473701661,0.484434733,0.176346335,2.636865232,1.993788966,0.411781074,0.311356285
TIC 445924091,2.504840715,1.198187057,2.427760766,0.978315635,4.680957353,0.978315635,6.112771179,1.885513502,15.61983172,10.3806895,0.628239866,0.357900681,3.719945432,1.147434958,1.256834283,0.387676545,10.74733357,7.201138483,1.349031509,0.903904457
TIC 80312842,1.893739624,1.115026731,2.000669166,0.910415514,4.463332168,0.910415514,3.401588924,0.97167728,2.12897487,1.33233918,0.065068486,0.03382034,2.191963637,0.62614305,0.656556649,0.187547994,15.42046509,9.728240295,1.595997739,1.006860002
TIC 235067275,3.733200131,1.365345601,3.622199412,1.114800015,5.668653025,1.114800015,3.754961571,1.336696897,2.514866299,1.698938246,0.473053393,0.349590699,2.423538412,0.862734868,0.729608128,0.259727005,3.837665882,2.85715121,0.582754608,0.433862166
TIC 180697987,4.925454112,1.527590817,4.893597136,1.247272679,6.094214201,1.247272679,2.580096347,1.045820282,1.076727688,0.846509313,0.585175536,0.472475162,1.502323688,0.60895423,0.657428335,0.266483028,1.281976995,1.040005416,0.424261288,0.344182492
TIC 117515123,5.530309985,1.609901276,6.199957372,1.314478887,5.621869529,1.314478887,2.266067594,0.979480692,1.039061846,0.873903755,0.711710522,0.601958112,0.817560831,0.353380919,1.106060426,0.478081428,0.400589679,0.337713936,0.682236409,0.575153967
TIC 118268204,3.200842968,1.292900967,3.456297953,1.055649219,4.412251273,1.055649219,4.269637582,1.430579478,2.520638038,1.584811959,1.939605717,1.371886898,2.094017243,0.701618823,1.24314803,0.416527639,4.33335065,3.089412005,1.796563223,1.280838879
TIC 122057276,4.133260407,1.419786908,4.570886429,1.159251156,5.09868946,1.159251156,2.293697303,0.85350386,0.511391522,0.363983508,0.486472245,0.370853144,1.201343752,0.44703001,0.730158784,0.271698162,1.64122843,1.259654309,1.009364018,0.77469395
TIC 143043815,3.775906067,1.371157142,4.253766788,1.119545119,4.036099582,1.119545119,4.717322527,1.687316648,4.65269524,3.450059534,3.553326983,2.414057526,1.64983704,0.59012236,2.441283145,0.873210952,2.15057717,1.606453905,2.627979139,1.963067129
TIC 237092476,5.836333788,1.65154584,5.940389279,1.348481532,6.989671852,1.348481532,1.650077461,0.73676761,0.340802035,0.29888058,0.340776019,0.292354683,0.813848011,0.363387094,0.472675004,0.211051688,0.519443325,0.44599451,0.197617381,0.169674463
TIC 292753203,2.051143207,1.136446646,2.319465867,0.927904801,3.159129512,0.927904801,7.279370941,2.121817367,16.80855982,10.6888254,3.344062722,1.780570141,3.485408046,1.015939342,2.312527434,0.674063859,11.59093558,7.430823896,5.34875905,3.429031787
TIC 406951407,3.799910983,1.374423798,3.999636662,1.122212331,4.690014119,1.122212331,4.224422779,1.515066788,2.892871765,1.971584322,2.582343846,1.91849283,2.140181094,0.76756458,1.327943262,0.476259796,2.7216685,2.036845192,1.441067235,1.078467444
TIC 441734144,4.353711927,1.44978656,4.996328125,1.18374577,4.424485259,1.18374577,4.057653988,1.546646482,3.520630372,2.728536286,2.82507258,2.068188946,1.232762003,0.46988901,1.949370749,0.74303709,1.124465157,0.876994301,1.904071047,1.485025523
TIC 441764197,5.268224572,1.574235968,6.090782783,1.285358286,5.200914689,1.285358286,2.788393913,1.172217351,1.438677836,1.189121029,1.317617283,1.079977738,0.797357445,0.335202364,1.387610654,0.583339849,0.435283022,0.361039861,0.987913602,0.819412134
TIC 459971813,3.587051281,1.345457261,3.788128798,1.098561253,5.176348538,1.098561253,2.808544789,0.98349863,0.895662058,0.593425154,0.44809921,0.327284268,1.543678641,0.540566715,0.766807848,0.268521432,3.265174431,2.402989442,0.909114304,0.669058306
TIC 55896456,2.496889054,1.197104973,2.970912048,0.977432117,3.53235381,0.977432117,3.80125731,1.171376575,2.614279544,1.736109597,0.676551529,0.384976108,1.844699965,0.56845358,1.463447939,0.450968849,6.514070303,4.361422913,3.883968838,2.600467894
TIC 159983399,3.029967379,1.269647744,3.215217917,1.036663042,4.305727684,1.036663042,4.851743518,1.593581301,3.657445455,2.245727679,2.294057069,1.598845649,2.502382941,0.82192116,1.354185963,0.444789676,5.358049457,3.764442746,1.962469026,1.378785759
TIC 120607386,3.099139762,1.279060913,3.413069499,1.044348862,4.392793561,1.044348862,3.492213608,1.15635033,2.922058003,2.04880603,0.502396008,0.311463441,1.665683858,0.551545322,1.122302535,0.371619566,4.483107828,3.168592855,1.818400574,1.285218043
TIC 135230069,4.529549353,1.473715003,4.248950328,1.203283261,5.964778919,1.203283261,3.360986501,1.305716096,2.26008272,1.691687933,0.653269487,0.512848494,2.17106446,0.843440999,0.734939141,0.285517917,2.26312381,1.787165627,0.465990301,0.367987754
TIC 188594653,3.622731988,1.35031279,3.693342477,1.102525776,4.914865031,1.102525776,4.141407455,1.456089242,2.845492836,1.894298132,1.602016531,1.173468621,2.231254954,0.784493284,1.109665511,0.390150457,3.570608354,2.635258545,1.159132799,0.855488564
TIC 219494344,4.040374576,1.407146748,4.302576327,1.148930508,5.410590441,1.148930508,2.349422388,0.865361658,0.574384835,0.403946541,0.398658709,0.30176587,1.230309788,0.453159434,0.678964555,0.250082699,2.089348986,1.592544677,0.753017971,0.573965752
TIC 229538448,4.764288387,1.50565894,5.826901455,1.229365376,5.049932319,1.229365376,2.250994644,0.896838285,0.609389127,0.486501541,0.589411094,0.454275556,0.67156646,0.267564614,1.094684234,0.436142633,0.537075611,0.431027943,1.098558239,0.881643643
TIC 260708271,3.839781371,1.37984947,4.156800966,1.126642375,4.882542959,1.126642375,3.216987691,1.158891289,1.275052122,0.873555761,1.206852411,0.899422356,1.580317053,0.569295205,0.970321066,0.34954956,2.360560836,1.772051978,1.209813427,0.908196155
TIC 306772761,3.107394685,1.280184266,3.353242479,1.045266076,4.613601689,1.045266076,3.39637995,1.125700511,2.978565413,2.089916588,0.340659368,0.211435893,1.745830975,0.578640449,0.96179498,0.318778558,4.739309474,3.352046383,1.484469862,1.049944482
TIC 31529171,2.526420867,1.201123743,2.752861307,0.98071343,4.142228537,0.98071343,4.123597245,1.275299614,4.239177314,2.82299988,0.472638438,0.270104908,2.157766255,0.667329593,1.157480088,0.357972378,7.9757362,5.354887567,2.218318437,1.489372958
TIC 319291434,3.953053402,1.395263841,4.117161876,1.139228156,5.531730384,1.139228156,2.615845406,0.954251802,0.837440757,0.582304144,0.363078769,0.272990494,1.489552388,0.543383813,0.657169271,0.239733189,2.46523228,1.866724582,0.669931568,0.507285961
TIC 320054541,6.171121811,1.69710472,5.591731534,1.385680201,7.227460535,1.385680201,2.521854271,1.166975126,1.553165517,1.416543478,0.75935572,0.665420092,1.466821872,0.678764296,0.569793874,0.263669192,0.732869774,0.641423535,0.162455796,0.142184839
TIC 468293391,4.480651838,1.467060894,4.618285115,1.197850204,5.786342129,1.197850204,2.546066032,0.983916936,0.863998341,0.642746711,0.553283133,0.432814088,1.365028098,0.527509596,0.675908169,0.261201982,1.605576422,1.263564819,0.547530324,0.43089824
TIC 116520408,4.934449305,1.528814908,4.754863023,1.248272145,6.02198892,1.248272145,3.145111536,1.276068279,1.923087308,1.513575155,1.156368609,0.934244184,1.759898834,0.714044971,0.792504267,0.321543304,1.457563994,1.18315451,0.453708873,0.368290999
TIC 179368346,5.466123414,1.60116659,5.628717339,1.307347046,6.524274335,1.307347046,2.004201326,0.860417842,1.534294903,1.284978068,0.203275949,0.170617622,0.929405419,0.399000337,0.622397064,0.267199473,0.675032504,0.566847764,0.295870651,0.248452653
TIC 233043818,3.667469074,1.356400737,3.972429022,1.107496564,4.68397392,1.107496564,3.712442248,1.311854599,1.827322558,1.223749863,1.789193129,1.315301764,1.774716729,0.627126335,1.128038731,0.398611668,2.768637961,2.050630092,1.437633586,1.064803247
TIC 345451479,2.744661068,1.230822473,3.006667446,1.004962341,3.620348388,1.004962341,6.630928772,2.10556628,7.496230349,4.421009931,7.455835828,5.066030888,3.090494961,0.981346988,2.058512478,0.653654203,6.389442064,4.376953242,3.630701627,2.487135981
TIC 348897766,2.756142712,1.232384927,2.938643195,1.006238079,4.35623539,1.006238079,4.226970087,1.344066981,5.156153951,3.507113566,0.491749623,0.290492536,2.279770226,0.724907871,1.135225228,0.360972213,6.806905085,4.667775191,1.844645075,1.264949108
TIC 55756813,4.075175578,1.411882564,4.130314543,1.152797286,5.885320985,1.152797286,2.699752611,0.998213968,0.995307975,0.70312603,0.323783875,0.245742443,1.59790469,0.590813682,0.634541194,0.234617009,2.453826191,1.875226377,0.487350281,0.372435548
TIC 59038877,4.6827453,1.494562331,5.50232073,1.220305033,5.044549804,1.220305033,2.588989167,1.022521444,1.147740884,0.911005185,0.781024119,0.595897791,0.846683098,0.334397546,1.161872955,0.458881801,0.72043742,0.574983951,1.098258651,0.876524568
TIC 193515431,6.687383576,1.767359047,6.524145527,1.44304262,7.117044072,1.44304262,2.023349698,0.990277449,2.235654516,2.022647757,0.448465916,0.434220879,0.733795992,0.35913793,0.885751209,0.433508577,0.321996793,0.289810212,0.186505708,0.167862724
TIC 35744707,4.026298447,1.405231229,4.768413642,1.147366494,4.357458396,1.147366494,3.827867117,1.40773175,2.687959039,2.032462439,2.088305459,1.465962958,1.211847811,0.445667675,1.757992927,0.646517338,1.359256132,1.034960061,1.984647583,1.511143436
TIC 70870736,3.317879485,1.308827619,3.717092811,1.068653276,4.291534378,1.068653276,3.956543506,1.343687258,4.146913774,2.962313707,1.004462782,0.641752891,1.718748609,0.583706612,1.335893363,0.453684608,3.431227589,2.470383252,2.021496057,1.455417886
TIC 138256097,2.505812548,1.198319306,2.730692807,0.978423616,4.127248284,0.978423616,4.04578038,1.248088545,3.995187041,2.655379691,0.43125104,0.245713365,2.133056189,0.658029538,1.120846417,0.345771506,8.131129366,5.448675687,2.246615132,1.50545843
TIC 206555954,3.354340021,1.31378927,3.565638415,1.072704447,5.03640331,1.072704447,2.780000743,0.948077126,0.820360543,0.526739888,0.360749702,0.258486816,1.528347636,0.521219801,0.715462524,0.243997652,3.953245647,2.854839307,1.02011197,0.736674624
TIC 258776281,1.889635849,1.114468278,2.061756013,0.909959539,3.784415306,0.909959539,4.908236903,1.40131304,5.880125742,3.678301165,0.445430033,0.231372356,2.81822471,0.804609703,1.267248734,0.361802458,14.57374513,9.190171299,2.981998721,1.880441768
TIC 336674747,3.738949897,1.366128044,4.464913129,1.115438877,3.869720994,1.115438877,5.11262331,1.821170929,6.039522064,4.46530326,4.385045487,2.964606493,1.661799318,0.591950634,2.280816888,0.812451291,1.766572922,1.315809429,3.05638756,2.276511499
TIC 350716073,3.36865544,1.315737351,3.469525527,1.074295049,5.516020056,1.074295049,2.78943009,0.952853748,2.084866395,1.495648976,0.103092436,0.066322925,1.637128047,0.559233802,0.667259611,0.227932158,4.322767443,3.125383836,0.65639318,0.474575758
TIC 358250091,3.027970594,1.269376016,3.995609571,1.036441177,3.422663827,1.036441177,4.507415835,1.480138533,2.767844305,1.928715981,2.52134759,1.54771466,1.445801166,0.474770045,2.063754957,0.677692795,2.610963174,1.834085034,4.42567017,3.10883566
TIC 363419240,6.020873299,1.676658487,6.5962638,1.368985922,6.747532904,1.368985922,1.221875228,0.556401684,0.267860306,0.232515227,0.110082105,0.098653866,0.419498128,0.191025613,0.521977945,0.237691542,0.287536693,0.24952838,0.250141432,0.217076248
TIC 387463207,3.54262333,1.339411383,3.822050794,1.093624814,4.822592472,1.093624814,3.188557544,1.110977626,1.192338179,0.785303098,0.883040212,0.642632337,1.609541372,0.560806706,0.929933967,0.324013544,3.156413048,2.314685019,1.255963907,0.921033082
TIC 405543959,3.361347841,1.314742913,4.187358935,1.073483093,3.747045289,1.073483093,4.366367198,1.490279219,3.12316419,2.239140972,2.454380713,1.577420026,1.416354376,0.483414106,1.986308335,0.677944364,2.230710447,1.611842624,3.346329175,2.417954336
TIC 421110675,4.455064248,1.463578864,5.307840813,1.195007139,4.714433727,1.195007139,3.062917928,1.180381794,1.410186797,1.101082717,1.31978676,0.978657887,0.927302654,0.357362227,1.498935394,0.577657022,0.849390483,0.667252488,1.467135497,1.152532117
TIC 453628584,2.051313516,1.136469822,1.845963062,0.927923724,4.463868076,0.927923724,9.612263777,2.801878186,50.13802491,31.88409803,2.125044338,1.131524388,5.106556158,1.488509745,2.195169234,0.639869747,17.92765448,11.49342351,1.608279283,1.031068228
TIC 456130400,3.943807764,1.394005669,4.097474236,1.138200863,5.315690177,1.138200863,3.17060714,1.155444498,1.420766983,0.986723433,0.809716738,0.608371097,1.691689044,0.616491641,0.830325191,0.302590208,2.508927998,1.898479355,0.816961935,0.61818648
TIC 55778901,3.904347597,1.388635821,4.208129587,1.1338164,5.010159013,1.1338164,3.169072887,1.14984793,1.227857047,0.848366732,1.2272675,0.919268725,1.498307875,0.543637294,0.9672737,0.35095995,2.260390379,1.705281428,1.079870506,0.814674817
TIC 240175453,4.285208668,1.440464448,4.171279019,1.176134296,5.740705441,1.176134296,3.256025659,1.231879474,1.912366011,1.387870993,0.503900534,0.388550158,2.114052711,0.799827279,0.685654788,0.259409522,2.393901148,1.857867432,0.564073432,0.437768142
TIC 115046240,4.032728112,1.406106196,4.644457784,1.148080901,4.697745287,1.148080901,3.003701955,1.105420679,1.919625143,1.452214034,0.767441276,0.539182724,1.140572184,0.419752724,1.171072049,0.430977267,1.524245007,1.161145245,1.451241803,1.105532582
TIC 178834939,4.124601639,1.418608599,5.148622255,1.158289071,4.414753221,1.158289071,3.121801427,1.160545722,1.345767058,1.025247147,1.237380955,0.879726255,0.966152787,0.359172263,1.461535313,0.543333263,0.963479892,0.739004104,1.894044893,1.452761973
TIC 118826280,5.796180336,1.646081648,5.935598247,1.344020037,7.050164814,1.344020037,1.613695883,0.717455086,0.922766741,0.78961212,0.119152741,0.104002997,0.734941106,0.326757501,0.50856726,0.226110862,0.520311945,0.445688503,0.186396249,0.159663191
TIC 146520491,2.679783207,1.221993714,2.822245131,0.99775369,4.72245071,0.99775369,3.546157786,1.117294747,3.134910757,2.117513484,0.197765137,0.115555295,2.005989152,0.632030856,0.85183106,0.268388049,7.545211354,5.138254685,1.310959206,0.892757269
TIC 159854358,4.334100538,1.447117788,4.360400057,1.181566726,5.274803837,1.181566726,3.848466602,1.463788672,2.678129727,1.955739546,2.236907175,1.731120081,1.943795784,0.73933505,1.093718708,0.416002845,2.017362968,1.571171603,0.869005515,0.676802742
TIC 232524483,3.642153134,1.352955674,4.001873888,1.104683682,4.85866974,1.104683682,2.556484536,0.900809333,1.452556188,1.065656761,0.231492731,0.154508409,1.275075158,0.449288696,0.838724007,0.295534904,2.690494696,1.988762771,1.222119854,0.903367872
TIC 263035184,4.715317766,1.498994882,5.419266185,1.223924196,5.037429859,1.223924196,2.978045882,1.180297685,1.773835483,1.411226014,1.20034671,0.919542038,0.95989298,0.380437208,1.323112181,0.524392943,0.779334739,0.623375378,1.107792871,0.886102936
TIC 374828411,5.082610852,1.54897714,5.588201963,1.264734539,5.143480593,1.264734539,3.403811522,1.402996435,3.273238663,2.671623597,1.957758968,1.569000601,1.129181887,0.465430636,1.514492138,0.624249332,0.683111164,0.559908379,1.028916025,0.843345467
TIC 386956587,2.790327473,1.237036884,3.134450334,1.010036386,3.838797925,1.010036386,4.236511788,1.352617291,3.032317653,2.068909237,1.50959359,0.896123513,1.727901254,0.551677708,2.157197012,0.688741617,5.694470284,3.916990322,2.976557623,2.047450741
TIC 57229962,2.978580263,1.262654843,3.301690152,1.030953363,4.366348835,1.030953363,3.065642797,1.000868774,1.931772255,1.340304614,0.303210459,0.184842447,1.498611292,0.489265497,0.96617125,0.315434869,4.933457447,3.450654264,1.850494989,1.29430901
