name,RA,DEC,Period,T1init,T1,T1error,incl,inclerror,q,qerror,f,ferror,t2t1,t2t1error,l3,l3error,r1,r2,l2/l1,R2
TIC 393871721,261.1732081,13.89944654,0.457737372,5884.610352,6018.290252,70.91954112,75.17490903,0.250259551,4.001126838,0.068465233,0.088231464,0.005490035,0.91264296,0.001776239,0,0,0.271584571,0.508285714,2.540427873,0.995885402
TIC 627436,73.04731162,-25.1940849,0.57837334,7664.85498,7670.582339,129.0783927,83.82983657,0.512437208,0.247465436,0.002233712,0.573446023,0.026738173,0.997365824,0.002290693,0,0,0.534021173,0.299129209,0.303868542,0.995325457
TIC 157420463,264.6198977,36.15009311,0.426347972,6940,6980.79031,131.5010393,44.85723107,0.899104223,5.720618452,0.590502596,0.408917611,0.056273982,0.903004217,0.015329842,0,0,0.260871898,0.551409601,3.319178572,0.991648624
TIC 123036121,113.5241639,-46.17590239,0.490470904,6445,6580.117121,73.25041751,64.85130314,0.445751788,0.110278281,0.006115646,0.168108285,0.019007581,0.954277613,0.001894774,0,0,0.577631295,0.217615007,0.121287205,0.999110426
TIC 163965682,321.2514885,33.68748253,0.786125343,6983,6982.223984,129.012153,70.97946948,0.360445898,0.284029443,0.014721899,0.174633719,0.009012844,0.977995334,0.001442188,0,0,0.501952742,0.286563714,0.303772871,0.999604075
TIC 213067604,75.51552592,-2.802081425,0.321990073,5601,5735.183715,51.62800063,83.27099039,0.101678293,2.15595137,0.007852596,0.084693235,0.004153896,0.947048692,0.000638833,0,0,0.320721936,0.454527222,1.651876003,0.998735921
TIC 218233625,42.16969061,13.74667084,0.282264517,5497.933594,5517.762437,139.1458757,81.72174208,0.321522031,2.180974188,0.04134914,0.048601527,0.007182024,0.93447224,0.002207268,0.453555801,0.003791769,0.317114559,0.453078738,1.569074572,0.99850801
TIC 232449809,93.452051,5.953134,0.500465202,6216,6263.783835,129.5250691,71.69471747,0.295631364,0.649159441,0.089336995,0.075467672,0.011920223,0.994491798,0.002119945,0,0,0.424445859,0.34871036,0.66324137,0.996888154
TIC 237130278,277.8057295,52.78541249,0.412903656,7080,7116.633386,131.003279,75.17744333,0.302580247,0.139570976,0.00159038,0.57500028,0.035813463,0.997381707,0.00238565,0,0,0.574092881,0.25104539,0.184423007,0.997560736
TIC 242944454,58.6048753,12.06883916,0.404830293,5321.5,5452.975889,123.7648586,75.53795288,0.197907917,5.047632361,0.04045637,0.254957874,0.014157152,0.951844827,0.001419211,0,0,0.262842934,0.535175043,3.474890701,0.997605429
TIC 29777922,64.376172,-66.827366,0.530750504,7120,7111.028237,143.3795182,79.37171173,1.931063746,0.103232349,0.003004241,0.349288589,0.081096621,0.872071611,0.011216941,0,0,0.587900771,0.219924806,0.089961234,0.990184622
TIC 387614873,103.2285675,15.41740202,0.665453411,7318,7342.759212,134.3433561,47.17350429,0.809779715,6.985986728,1.139886565,0.452658891,0.100131922,0.823586259,0.020858369,0,0,0.247511525,0.567770678,2.959029531,0.995280022
TIC 392536812,280.4674436,58.05647313,0.590488075,6612.419922,6557.495977,128.5251709,75.46407595,0.475235341,0.086290357,0.001930062,0.58851774,0.051289778,1.021221179,0.002596728,0,0,0.606916513,0.216138534,0.132244821,0.998592646
TIC 404460906,15.8639747,-12.17306388,0.586036719,6984.443359,6994.351115,131.0463484,54.34190041,0.491699503,4.094853067,0.393720089,0.657936603,0.048035289,0.897139639,0.004626548,0,0,0.303210274,0.539499374,2.326372462,0.996996934
TIC 422327572,203.192295,-17.758987,0.409530414,5095.633301,5286.38161,14.71037585,57.56522231,0.089149415,7.918046078,0.091383037,0.196753594,0.006297574,0.901174226,0.001182426,0,0,0.227727833,0.568164846,4.047602625,0.995555986
TIC 428534573,56.2552181,49.61663317,0.376749385,6119,6183.625584,124.1152516,61.02027837,0.23587315,3.743030191,0.24437397,0.37041188,0.023984634,0.942008469,0.0016299,0,0,0.293377379,0.517429819,2.589807023,0.999269385
TIC 461662516,124.3638845,51.8630392,0.373142904,5887.5,5859.288885,137.5421346,69.77896789,0.081090814,1.284897762,0.103574233,0.194315377,0.008643796,0.9856789,0.001431912,0,0,0.375401442,0.41918535,1.187570624,0.99909084
TIC 467167691,167.864138,-65.629897,0.359489989,5773.832116,5781.255987,130.1786429,47.06410942,0.552264406,3.845241811,0.324164259,0.788477273,0.071909069,0.81296475,0.005182171,0.309669307,0.037068936,0.317890266,0.542751287,1.3233023,0.996519618
TIC 5674169,33.03655255,27.13839738,0.317981441,5874.25,5956.988306,115.6921431,85.60498829,1.343787286,0.205166369,0.002116299,0.401593843,0.034465756,1.021313928,0.002350096,0,0,0.539103657,0.27326435,0.269932938,0.997126648
TIC 345180632,177.3329427,-41.66612047,0.770485805,6451.452148,6492.851569,133.5409479,50.6047897,0.574548212,0.081128424,0.009462175,0.538659418,0.141094873,1.027227211,0.009668236,0,0,0.609664864,0.210269434,0.126511133,0.99226041
TIC 220511367,347.4854084,-54.62221385,0.317520193,7858.799805,7873.003828,136.6614683,84.59764991,2.30609679,2.518161845,0.185243838,0.131802829,0.027369549,0.9294779,0.003488969,0.703447279,0.012182632,0.311136282,0.471093056,1.889906442,0.996553169
TIC 139452314,169.062836,35.84087337,0.346889707,6057.666504,6089.15692,127.6492189,72.97802212,0.352372888,4.674400639,0.130507752,0.201149736,0.017094793,0.956050332,0.001854125,0,0,0.26591556,0.526594375,3.402438131,0.995869755
TIC 141871560,94.11558288,-74.44703126,0.629708527,7092.75,7084.865302,130.4478349,82.02189766,0.59861063,0.164577847,0.002025812,0.608730114,0.036051295,1.014247734,0.002469122,0,0,0.564070547,0.265914733,0.224050716,0.998642969
TIC 158673914,165.079491,-40.788962,0.373097477,5621.5,5669.571093,133.5861906,86.7286974,0.393485647,2.337435696,0.013967481,0.182215507,0.01116426,0.947043253,0.001422818,0,0,0.321018088,0.468095825,1.751760459,0.998025568
TIC 198037139,61.45751032,-54.04346309,0.360045136,6661.666504,6841.981555,22.19779406,85.7212151,0.796126737,0.138984376,0.001066805,0.472246824,0.019696327,1.032775404,0.001554641,0,0,0.570607524,0.246144176,0.199394366,0.998354284
TIC 243319567,289.7003303,55.59433861,0.438977546,5273.350098,5271.890845,142.1757397,80.09306944,0.603837794,2.312184216,0.117068436,0.170044607,0.017548118,0.975009787,0.002649731,0,0,0.321061893,0.466358862,1.919360112,0.997185716
TIC 257060367,329.9250836,36.28396748,0.526901109,7525,7628.291858,109.8567927,66.79289514,0.331617319,3.452851938,0.262356451,0.034155679,0.00172601,0.892390014,0.003164917,0,0,0.279646487,0.492778922,2.236420138,0.997628333
TIC 29848012,23.56807566,-7.410552795,0.349010465,5535.637207,5697.812086,48.45213378,85.71433768,0.474324381,0.330399944,0.001512376,0.139024425,0.009391658,1.017380833,0.001139972,0,0,0.48722845,0.296512106,0.392135748,0.997213392
TIC 311235572,253.9881087,68.20008934,0.619216896,7195.25,7069.55464,82.87641527,79.25385293,0.157344453,0.262506824,0.00217608,0.704474005,0.017829783,1.022651252,0.001432255,0,0,0.537295688,0.313034441,0.350229968,0.998031065
TIC 33596460,28.89936158,-24.5467361,0.424211459,6989.75,7020.992772,132.7372143,68.30205925,0.822080411,0.168584559,0.015195657,0.427751819,0.033317141,0.991567939,0.003425919,0,0,0.554873164,0.258953675,0.207555329,0.998666931
TIC 357512000,186.725989,-78.654709,0.880016246,6348.333496,6309.600297,121.1181973,71.64950039,0.535828268,0.235933293,0.010965572,0.02834461,0.002465529,0.805632838,0.004180985,0,0,0.510349459,0.263982742,0.123486688,0.993662325
TIC 377459689,252.100755,17.13323328,0.57521525,7347,7345.992183,129.4600886,46.97754788,0.799026286,3.272230478,0.478787355,0.696108419,0.115190468,0.84910997,0.017224958,0.470064108,0.048374672,0.327179071,0.526847532,1.625253385,0.996768289
TIC 416802566,55.30984361,7.992642764,0.361839492,5189,5206.768819,130.9968717,44.55019938,1.394747945,1.519531668,0.340485644,0.629491204,0.129140677,0.829046648,0.014318828,0.631855653,0.040139776,0.40073482,0.472088116,0.598859617,0.997422943
TIC 441219121,294.6531523,-41.1467486,0.486413184,6459.356934,6508.387173,129.7480367,46.95381331,0.218383004,0.112488958,0.00253533,0.274656757,0.019407976,1.058685492,0.004836155,0,0,0.5793896,0.222942462,0.17552441,0.993431839
TIC 97328396,31.65952117,14.25770426,0.485088842,5935.665527,6119.046721,18.46142805,89.25169147,0.37465352,0.289509627,0.001057246,0.52706686,0.006924858,1.005209168,0.000552506,0,0,0.5202737,0.310357368,0.352297554,0.998435546
TIC 98828631,45.72490934,-15.90114168,1.014523672,6273.026855,6301.640923,125.8553654,64.88924093,0.550165859,0.322019286,0.043777589,0.089287521,0.024270721,0.933054505,0.003748415,0,0,0.486570178,0.29128173,0.284468933,0.998977115
TIC 142013583,96.202975,-72.010994,0.322140118,5601,5641.226513,137.1309744,48.94797003,0.727612791,0.437554898,0.062720694,0.052063397,0.016569244,0.978868515,0.027029959,0,0,0.457451872,0.31351493,0.433921931,0.991107619
TIC 372127422,311.6156177,-71.94957379,0.794013265,7218.492676,7208.65683,139.5995698,81.33183423,0.22509438,0.178486053,0.001275355,0.636241337,0.0171012,1.019569169,0.00149424,0,0,0.559700675,0.274133647,0.244827384,0.993437961
TIC 111874795,208.3200298,-35.85302946,0.561163368,6654.5,6699.573506,131.3043569,54.71424439,0.339052134,0.249519627,0.024572744,0.281769911,0.037080232,1.027992064,0.003610815,0,0,0.518123733,0.282467846,0.319153904,0.996106489
TIC 11480757,303.9830976,37.45431286,0.4038864,7002.5,7017.575541,140.2031716,71.8849297,0.419469578,0.10318742,0.001837785,0.525326555,0.05543636,0.986788881,0.003345415,0,0,0.593169044,0.226415113,0.136919542,0.99859486
TIC 121134517,58.00085802,-21.93009694,0.335226808,6116.424805,6273.191808,44.00858444,76.63031092,0.108092685,0.186714714,0.000538053,0.232470321,0.007081065,1.027713503,0.000759917,0,0,0.538900826,0.257223382,0.246976355,0.995694364
TIC 137860956,48.14494402,-19.53267842,0.385705882,5431.333496,5451.089749,135.2007556,72.38868534,0.481184004,3.327701605,0.238052831,0.107184149,0.014774189,0.948848925,0.002077858,0,0,0.286932824,0.493519361,2.422255984,0.996709204
TIC 152147549,169.881208,-39.846699,0.22953981,5376.149902,5416.320756,124.9539889,81.51802435,1.784303752,2.336854502,0.168342691,0.107274571,0.012746275,0.962689166,0.003738249,0.721829963,0.009991953,0.315629594,0.463059555,1.862788726,0.996448719
TIC 1630438,188.135365,-15.522901,0.39053525,6178.099609,6190.487278,139.6525888,49.02640214,1.758057826,2.06299682,0.445445924,0.780219296,0.170065586,0.865208805,0.011919042,0.734866019,0.040439429,0.382451595,0.50445475,1.077640444,0.993440221
TIC 175532970,46.02251822,-39.86803778,0.602188853,7212,7304.197022,92.54740563,72.31553164,0.399164422,0.076540781,0.000956843,0.345893052,0.036379236,0.957124213,0.002859494,0,0,0.608806653,0.200375786,0.094336069,0.997490346
TIC 180698725,272.1489878,33.70132076,0.294195951,5505.905273,5571.641801,121.9180932,82.91579209,0.124314633,2.487578482,0.012522771,0.109407273,0.007049289,0.949561083,0.001319141,0,0,0.310587377,0.46860383,1.884261498,0.998274219
TIC 214657111,349.0130241,-15.89206633,0.469904084,5973,6107.602818,61.64854032,56.91009248,0.084301701,0.941600394,0.044300468,0.105867896,0.005382064,0.917092038,0.002626285,0,0,0.395085394,0.384527292,0.702270916,0.998384919
TIC 296484514,238.0913191,-39.15920152,0.388879003,5160.709961,5313.465035,53.91684742,54.63815883,0.170167175,0.256340655,0.009695683,0.082636709,0.009091404,0.984929803,0.002325226,0,0,0.505845042,0.273187658,0.274850032,0.998770645
TIC 331377569,310.7749192,22.48186414,0.454258533,6298.827637,6364.095186,121.6744833,72.59447512,0.534752715,0.160378224,0.003632468,0.608065781,0.028879568,0.993970373,0.002099862,0,0,0.565818127,0.263752775,0.206840161,0.999205721
TIC 367683204,183.0251573,22.53296791,0.220601335,4412.660156,4565.638823,53.63622334,87.23950794,0.305923139,1.868457744,0.014113067,0.155675039,0.001895692,0.949252873,0.000865403,0,0,0.33840586,0.447304168,1.356627268,0.996758831
TIC 441570283,109.2705143,77.17388733,0.298286045,5260,5301.876351,122.1674222,82.91775281,0.269352176,2.611625269,0.024636333,0.083645909,0.009494592,0.955318831,0.001811551,0,0,0.304818589,0.471197034,1.993376446,0.997415444
TIC 46240200,93.77377648,19.26949764,0.257714783,5353,5339.8163,134.3556497,78.32689126,2.461835481,1.904591238,0.510630653,0.029570698,0.006513029,0.938252452,0.01034131,0.940144163,0.003678447,0.326938733,0.439694165,1.398196697,0.988935917
TIC 55753802,181.5824655,57.17644136,0.41584738,6610.75,6787.31298,29.8809697,79.17494021,0.160532554,0.201572604,0.000754533,0.507044896,0.012171332,0.987258316,0.000695882,0,0,0.54530802,0.277489033,0.241738986,0.998922441
TIC 383722507,279.7823428,41.94842991,0.533347003,7282,7261.163057,124.057388,89.58376533,0.367233906,0.324030785,0.006415377,0.798301096,0.028785598,0.941271683,0.002824724,0,0,0.529810373,0.34086133,0.334570667,0.992079221
TIC 123311124,281.3915662,46.47361879,0.871960623,6813,6891.886754,110.0473777,67.68449312,1.141570182,0.166993338,0.016655172,0.168372995,0.010795791,0.792005749,0.00917006,0,0,0.545195493,0.24597164,0.093185221,0.991213261
TIC 157175641,175.700341,-35.816049,0.370141836,6138,6149.915203,130.9407847,81.00764034,0.147384302,3.569845226,0.01825089,0.206303578,0.009966385,0.953880412,0.000965745,0,0,0.287363303,0.504804598,2.649589577,0.998789521
TIC 166660531,207.98228,-36.623567,0.343355361,5648.304706,5598.702846,145.772425,68.4285912,0.068089542,1.319340046,0.115860793,0.036733606,0.002501479,0.981841675,0.001163409,0,0,0.358889982,0.407628532,1.206132318,0.997518284
TIC 173795590,349.9605497,44.12595844,0.332953266,5400,5469.572824,143.5873452,73.52202409,0.186955205,5.937846066,0.055378951,0.309721141,0.016086748,0.945575034,0.001676763,0,0,0.253220347,0.550149534,3.86184344,0.99560985
TIC 193578361,265.7957464,43.45262684,0.258154065,4977.5,4976.702819,124.7606312,76.65599068,1.306621841,0.361898703,0.067035608,0.030787035,0.004418099,1.010333452,0.003219312,0,0,0.47293285,0.296749683,0.410561929,0.993300863
TIC 229573710,240.4834972,20.4726487,0.226500074,4407.060059,4487.83545,125.8594919,80.03925392,1.214701131,0.566831966,0.210041627,0.082814681,0.013004967,0.980711732,0.00524833,0,0,0.436866515,0.337587926,0.542047589,0.995541082
TIC 270215222,262.0138366,43.68997613,0.415220204,6810.75,6812.073356,135.180165,72.18661001,0.293724825,0.706267451,0.137892566,0.302389673,0.019568282,0.995073889,0.004101652,0,0,0.436680186,0.376261924,0.727167975,0.996295612
TIC 289166536,277.5686555,41.08567435,0.46897116,6467.75,6613.405474,59.54528258,86.39045802,0.492701141,0.245157584,0.001134641,0.434252818,0.012426083,1.005409166,0.001033484,0,0,0.527339178,0.289902735,0.300742297,0.996717347
TIC 325565137,85.44327992,-86.63317305,0.4488655,6040.225098,6025.06828,141.7792527,45.84804807,1.065549222,2.037874512,0.304876938,0.37352073,0.084575891,0.912780159,0.017962003,0.588342707,0.042808347,0.347990473,0.470785817,1.349454524,0.994406277
TIC 376593757,86.65679819,72.56013769,0.478026425,6696.045586,6680.230763,140.0418985,63.21509558,0.602777402,0.023411005,0.000664218,0.452991204,0.048923582,0.915307837,0.008262405,0,0,0.681845494,0.139265853,0.031024016,0.983847938
TIC 40219040,300.4302299,36.79103716,1.049578003,9543.25,9735.576696,10.89408158,85.81625675,0.076296252,0.611356528,0.001804325,0.009832699,0.000129863,0.980695083,0.001582355,0.601858081,0.000122036,0.424591492,0.338167472,0.611047116,0.99466904
TIC 410299018,149.779699,-22.142026,0.356114424,5576,5745.241521,35.88756571,45.31884347,0.191928494,0.078450225,0.001123872,0.985082493,0.014999633,0.981442836,0.004438561,0,0,0.623273458,0.223539262,0.115528227,0.992795092
TIC 458490358,240.0604462,35.20880118,0.38072601,6529.333496,6575.528845,133.8516272,77.96019766,0.276409084,0.169379346,0.001274493,0.617156632,0.020676307,1.019637948,0.001843927,0,0,0.562451848,0.268728718,0.234154694,0.997052115
TIC 50717816,126.4982859,-6.228882714,0.383411166,6714.666504,6772.459072,126.3872992,71.48453419,0.559573832,0.195431201,0.009458621,0.598965357,0.024166707,0.992353343,0.00251753,0,0,0.551779474,0.27988138,0.24298089,0.999402431
TIC 68901227,249.6905829,39.38902812,0.275506575,5192.200195,5252.550514,113.5511934,57.73125129,0.340955093,3.807361828,0.475244512,0.242809301,0.036036094,0.898889838,0.004789199,0,0,0.284342639,0.511997311,2.085462462,0.999069994
TIC 71107089,66.7832301,-12.6465277,0.357858282,5807.5,5819.974239,132.9731261,77.81802071,0.342704606,5.703085177,0.074646325,0.628990258,0.027990162,0.923269782,0.001927743,0,0,0.272246164,0.560593782,3.302110533,0.997372717
TIC 75067322,266.4430837,-58.39472723,0.349153615,5670,5728.915607,133.7887334,80.89367256,0.567337408,0.235834481,0.002662659,0.386602478,0.033198866,1.02386493,0.002109465,0,0,0.527828707,0.283868617,0.308508657,0.998485316
TIC 88646716,135.8505252,38.09849926,0.414887239,5790.964844,5939.144929,44.29213262,68.12815376,0.08586045,4.129760771,0.051667279,0.226804192,0.0049585,0.93569395,0.000602312,0,0,0.276933691,0.517768398,2.796759074,0.999087117
TIC 159950145,49.46396061,-36.25840522,0.395317129,6345.126465,6320.257097,137.5743131,81.45388622,0.20995169,1.989065153,0.037222911,0.090444657,0.007463029,0.967926183,0.001195451,0,0,0.327943164,0.447898845,1.678702139,0.994714999
TIC 230298837,276.6252754,46.39182389,0.795686481,7636.666504,7632.613636,128.5937982,69.66579026,0.164181465,1.251531949,0.170344127,0.080520507,0.010156157,0.858310809,0.003104464,0,0,0.367422891,0.406817286,0.785237557,0.995017848
TIC 357372327,218.127245,50.82796838,0.42031148,6196.466797,6321.473103,86.53272052,75.98116081,0.091400051,2.217362491,0.035474586,0.237914194,0.00452521,0.966115159,0.000637871,0,0,0.329724474,0.467558732,1.81469908,0.997754043
TIC 367235822,308.7821981,24.51460026,0.677722163,6974.5,6968.132441,127.2634067,56.71890695,0.483312744,2.759566084,0.510914371,0.260703941,0.048434688,0.958129967,0.006009716,0,0,0.312311931,0.486916551,2.156153831,0.998608218
TIC 372366518,331.9805286,36.68557245,0.558541459,5286.899902,5348.688644,119.6007693,86.48821693,0.684224069,0.240770981,0.001773392,0.291560657,0.020474535,1.021259555,0.001322521,0,0,0.521450661,0.28014364,0.308467558,0.995333873
TIC 408518243,14.14954208,10.67355984,0.439606331,7187.157227,7198.461358,132.0636152,71.15277934,0.34952669,0.255842529,0.009108455,0.133608743,0.005319793,0.981205229,0.001439644,0,0,0.508566111,0.275943136,0.277845554,0.999590636
TIC 434515577,190.062648,-18.800298,0.316647386,5995.129883,6128.710514,68.13221853,57.09446883,0.263244325,0.175464443,0.009873924,0.150911924,0.017323993,1.008011258,0.002034448,0,0,0.540513085,0.24870331,0.216910444,0.999017126
TIC 461637324,21.12862044,85.01867619,0.733605713,6430.722656,6439.165048,128.2878337,61.02276337,0.4768823,0.23997547,0.034037778,0.543757305,0.076574694,1.017173759,0.00373633,0,0,0.534618246,0.294582314,0.31300024,0.997461143
TIC 47831368,221.579315,-35.696254,0.36593009,6224.75,6375.746853,49.51132323,65.01271718,0.14316587,0.425111587,0.021149427,0.323944537,0.015298843,0.969558311,0.001695366,0,0,0.478329943,0.330919484,0.428320133,0.995841544
TIC 9070070,356.8264397,-8.086693709,0.48133844,6533.363281,6618.384283,105.2748121,67.16427296,0.208257913,0.286166317,0.011807104,0.325120773,0.012980232,0.994528493,0.001353991,0,0,0.509596045,0.296401412,0.328117308,0.998788526
TIC 201249189,0.449221245,-57.24206002,0.470578372,7324.990234,7347.166008,124.5793235,59.33696483,0.731591794,8.650652943,1.164531254,0.382772439,0.078281115,0.936132224,0.004169604,0,0,0.228989153,0.580789123,5.403228703,0.997779422
TIC 146637697,42.56634588,-46.81893095,0.271815602,5241.337402,5314.33593,121.3618725,76.08226334,0.205649709,4.420001824,0.058470443,0.052947693,0.008400604,0.92295392,0.002069121,0,0,0.262234623,0.515106262,2.771819742,0.996924872
TIC 179244391,79.63560612,-68.2257715,0.285415343,5197.531367,5361.624225,60.15697806,78.05941524,0.176275787,2.463026172,0.053368716,0.088469247,0.005686442,0.920408756,0.00132412,0,0,0.309942898,0.466397447,1.622897041,0.995506058
TIC 18433724,265.9725267,31.53009407,0.407484947,6990.666504,7050.766858,123.3536772,71.75663081,0.63094186,0.198515332,0.01137557,0.458962903,0.023451506,0.991619852,0.002183094,0,0,0.544197527,0.273636643,0.241167532,0.996929285
TIC 192542237,154.4907982,-23.54850615,0.623908465,6633.876953,6811.06973,25.66342555,50.88369284,0.153235889,0.097619346,0.001900849,0.478035971,0.014498749,0.908095239,0.005125807,0,0,0.595573593,0.220777818,0.099326207,0.994837315
TIC 198389193,258.1937792,54.15064227,0.534679205,7614,7564.870412,139.0351217,67.12206086,0.690612779,0.206924834,0.024874868,0.19524685,0.02815449,1.016602569,0.003953582,0,0,0.529027521,0.263076207,0.256462808,0.997900847
TIC 23221002,47.46976563,-6.892641741,0.445008333,5647,5782.775194,58.71601622,77.40776239,0.153818237,2.837690089,0.050875735,0.109801626,0.005851032,0.952649169,0.000983018,0,0,0.299830908,0.479987712,2.159039968,0.998274121
TIC 238926969,94.69177062,-52.90699901,0.467245101,6358,6336.312465,128.4788737,56.1563122,0.390342275,0.474038619,0.051964366,0.143095755,0.015327171,1.00508027,0.008446622,0,0,0.456712844,0.326919151,0.520140809,0.998159771
TIC 358179405,107.081637,-74.224548,0.291741378,5084.964844,5116.725998,131.191272,61.66068273,1.654251777,4.665251205,0.940595725,0.136544386,0.043845611,0.937856157,0.026342079,0,0,0.262663199,0.523485231,3.03167677,0.996894541
TIC 47935311,280.9704411,50.89411329,0.54927045,6265.5,6317.030021,127.9077186,79.24159523,0.483656261,2.426100468,0.081725488,0.234036697,0.006119944,0.777508976,0.00404736,0.672164442,0.003906195,0.321564005,0.474672893,0.871098249,0.997136052
TIC 54332627,97.7657911,20.19378654,0.466897964,6175.084961,6188.708325,121.3745109,44.6228863,2.593919463,2.39429406,0.733908345,0.456755414,0.106423266,0.894439096,0.019492303,0.620991844,0.056605403,0.339396245,0.489043999,1.441030491,0.990207577
TIC 61003803,140.757911,-10.840633,0.46298842,6655.655273,6668.028337,145.6072425,45.93117242,0.339291962,5.51748377,0.446556352,0.076423954,0.018445118,0.919114452,0.008139426,0,0,0.247455619,0.534838006,3.554100627,0.99429405
TIC 219788401,264.5058499,63.23901207,0.274390828,4874.580078,4952.443199,139.1628359,52.20812511,0.306292681,2.846809941,0.217505828,0.22753703,0.01755382,0.896847427,0.003530361,0,0,0.307404173,0.48739776,1.536304247,0.99612954
TIC 52368472,24.00369869,-66.72657228,0.325953718,6172.825195,6235.642083,129.8251797,74.7266136,0.895940815,2.920100216,0.273069567,0.437456559,0.017050359,0.911360061,0.002980709,0.866923088,0.004292685,0.31955338,0.502494974,1.840203538,0.992744416
TIC 168675489,61.22982553,-33.86314383,0.460414445,7293,7326.644544,132.0887685,59.886444,1.287571351,7.314512338,1.536020961,0.251643635,0.059171569,0.867962968,0.009214596,0,0,0.235459998,0.563948803,3.778189698,0.993944529
TIC 369218857,313.9923179,-36.44860452,0.327553395,5364,5254.56156,127.6783435,71.37257808,0.192207473,5.056677792,0.09662755,0.097336909,0.013069198,0.900347646,0.002942207,0,0,0.254723635,0.528451467,2.761643292,0.993283917
TIC 160082094,223.6084355,86.72706107,0.337157248,5179.25,5159.422294,143.5348516,84.86912409,0.174380953,0.555880697,0.004654258,0.059594989,0.007002102,1.003486815,0.000657487,0,0,0.436832779,0.334079849,0.59260935,0.995739647
TIC 17563811,243.8341211,35.7072952,0.36092298,6277.600098,6448.87869,35.85680211,84.32803631,0.474705639,0.104015956,0.000740572,0.485026843,0.018479914,1.037223428,0.001659193,0,0,0.591408001,0.225469265,0.159470892,0.998513988
TIC 239717578,81.8721889,34.41742686,1.463591006,5200,5198.786132,128.6277054,49.65223184,1.969443383,0.940050987,0.206704208,0.398495496,0.083047934,0.848154063,0.015639966,0.686158673,0.029679633,0.424390869,0.41370052,0.452987903,0.995439477
TIC 381950094,76.68788332,-59.05095994,0.427255075,6529.753418,6526.515557,139.3983936,53.74504965,0.11652567,0.478899119,0.023309487,0.17793728,0.012199124,0.963385175,0.001940707,0,0,0.458321186,0.330439119,0.459146899,0.997556061
TIC 398336271,295.1774277,86.35251456,0.536730048,6010,6040.824642,132.9960249,79.81542015,0.653303195,0.113968547,0.001547518,0.443607037,0.028548783,0.998634129,0.003500678,0,0,0.583740808,0.230364764,0.15211402,0.996729834
TIC 401667272,311.4545771,-81.67757771,0.512403152,5414.149902,5388.458594,124.1178125,49.51325947,0.425870436,0.500390111,0.064062096,0.143211396,0.017931945,1.006976056,0.011658478,0,0,0.452105114,0.331584213,0.550844787,0.995187291
TIC 412063998,0.5069401,-66.88858502,0.326702151,5497.89502,5658.668352,60.28893475,80.51015739,0.207593558,4.193834234,0.026173378,0.141377366,0.008105498,0.923896623,0.001275502,0,0,0.270970203,0.514849156,2.69521817,0.994676329
TIC 428772119,26.49425878,80.08203473,0.319030349,5671.555176,5810.166151,48.2921246,84.71976398,0.142695809,2.60292418,0.009520851,0.082775067,0.003030927,0.939777302,0.000767851,0,0,0.305030765,0.47085181,1.906770502,0.998150858
TIC 454222105,79.43686486,1.933321167,0.63260723,7251.333496,7236.205727,127.4866401,74.77475643,0.414522225,0.23747208,0.007436691,0.441757056,0.017311641,0.987704239,0.002191892,0,0,0.530103287,0.287635388,0.278447876,0.996450283
TIC 47626069,278.7916066,51.88789363,0.410109466,6495.339844,6516.224508,131.6400429,56.43819249,0.292162114,0.487287835,0.044486519,0.207833329,0.024945405,0.952118706,0.004328886,0,0,0.459024178,0.334253079,0.449782506,0.997592176
TIC 82224114,150.934449,28.23239376,0.375942544,6451.810059,6553.657825,103.8717663,72.03836467,0.112817231,2.871626449,0.058700606,0.240330164,0.005953288,0.952304167,0.000593216,0,0,0.307529338,0.488893768,2.184857517,0.999383084
TIC 32636486,175.9966622,-29.86660126,0.399815953,5857.672852,5884.129138,125.3948262,64.77467893,0.32917441,2.983774356,0.259272396,0.238325716,0.017543699,0.965212813,0.002077087,0,0,0.304159387,0.491904979,2.335023537,0.996381002
TIC 153826685,340.6988613,45.35144844,0.326847488,5578.5,5746.937861,30.03044345,62.44911647,0.236224163,8.790728599,0.272485518,0.56426856,0.018064855,0.893235452,0.001277808,0,0,0.23500812,0.587739183,4.229335863,0.998747335
TIC 169175441,297.144144,41.8816589,0.478484032,6686.5,6679.820679,142.503319,46.89345309,2.676644294,2.79487772,1.031610798,0.472951719,0.121016846,0.84807914,0.027519349,0.634442411,0.059787765,0.326103648,0.501537424,1.392314438,0.989117067
TIC 193770329,268.1627669,43.824816,0.316270924,5129.350098,5253.317812,88.68217209,82.41003038,0.57479789,4.23746285,0.056517404,0.452406888,0.004531289,0.909707517,0.002623325,0,0,0.287723803,0.531111897,2.344900186,0.993856138
TIC 141914317,94.903365,-72.033454,0.437477521,6072,6075.205545,130.7569756,75.38725304,0.373627286,0.267101411,0.008396939,0.24562326,0.012989157,1.006362021,0.001844003,0,0,0.510784442,0.285867716,0.316694767,0.998769083
TIC 200670652,3.302846791,-52.97785914,0.300142316,5455.333496,5542.261233,110.2042463,60.06496455,0.481361695,8.143428133,0.634126863,0.602113574,0.053262561,0.864025789,0.003433741,0,0,0.242319683,0.58380593,3.337160408,0.997515833
