name,RA,DEC,Period,T1init,T1,T1error,incl,inclerror,q,qerror,f,ferror,t2t1,t2t1error,l3,l3error,r1,r2,l2/l1,R2
TIC 74107579,264.5231263,-56.82146991,0.628854318,6941.297363,6937.571341,124.3032067,84.93592352,2.028696,0.376191561,0.010906907,0.314560622,0.060813751,1.010832762,0.005932355,0,0,0.487360507,0.319325705,0.436901083,0.994015751
TIC 95525590,202.7715618,12.26174596,0.218062596,4456.5,4480.999675,137.8555495,78.0978726,0.568336202,1.741123692,0.263878758,0.166595605,0.016429221,0.957117157,0.002170488,0,0,0.345500991,0.442173078,1.325482905,0.998599961
TIC 34368383,95.12134187,-15.20473401,0.378151066,5806.333496,5842.968438,125.5153506,60.78481025,0.676156744,4.665250701,0.790471783,0.186430745,0.045281082,0.937454931,0.003787198,0,0,0.265287711,0.525760367,3.144423744,0.993932656
TIC 172274437,299.5124343,39.41096339,0.489369979,6299.5,6306.673899,128.6657466,51.50076076,1.276317553,0.136579725,0.027083214,0.717286903,0.178053334,1.026136519,0.009733182,0,0,0.580848579,0.25583714,0.202704651,0.992415107
TIC 18534775,266.3003865,33.4525599,0.335923491,5496.45752,5402.01472,109.4548878,82.47953271,0.287291895,2.852164368,0.029063184,0.043512848,0.001924649,0.955942484,0.001920117,0,0,0.295077846,0.476491267,2.18866014,0.996357419
TIC 198313291,233.6883923,62.27898056,0.306770625,5363.675465,5495.304971,169.430098,79.75598111,0.134569081,4.128919831,0.031402636,0.106596339,0.007002543,0.930829253,0.002224071,0,0,0.270230398,0.51185289,2.715775147,0.997387287
TIC 22017780,195.8183722,36.61684592,0.384336416,5955.25,6070.672635,94.10855503,69.16048177,0.044467404,1.284555136,0.009907272,0.188613643,0.003908024,0.985765503,0.000892853,0,0,0.374901189,0.418649611,1.189856838,0.998195753
TIC 250957384,337.7982411,-7.082636332,0.339564346,6080,6186.09096,89.1265108,57.04205953,0.338856732,0.179204779,0.013893006,0.144396095,0.021224707,1.000237894,0.001969279,0,0,0.538536305,0.249911616,0.214270809,0.998838527
TIC 260411041,152.6384705,-43.36006734,0.402867318,6952,7068.397326,90.85580117,81.50303978,0.496693706,0.122915346,0.001346813,0.598427792,0.030261062,0.997083404,0.001870274,0,0,0.583615431,0.242236575,0.165369179,0.997428894
TIC 284890361,260.4362824,54.55921378,0.336311625,6001,6027.732474,141.8188896,76.0633549,0.453301576,2.913321782,0.128640624,0.323350405,0.012437147,0.969698797,0.001626412,0,0,0.311897358,0.495163922,2.306574681,0.996840418
TIC 74073423,83.09282062,25.35210859,0.307467423,5674.75,5862.155995,15.59653973,72.59787894,0.22872128,4.047595646,0.096874468,0.140996584,0.008020291,0.904827788,0.00081293,0,0,0.273669733,0.511864477,2.439680036,0.997367624
TIC 164776925,27.39038446,-19.62479227,0.340797593,5594,5790.757692,3.884109735,76.3218423,0.032925372,1.333927713,0.022436928,0.016905969,4.26E-05,0.967512186,0.000525733,0,0,0.356206456,0.406920793,1.160215568,0.994209331
TIC 257073305,116.890946,4.914124751,0.65500178,7057.25,7062.292939,137.8653497,52.00611613,0.853350844,4.230850453,0.585989576,0.571191242,0.034580568,0.874365286,0.00530546,0.424239505,0.04564599,0.294892192,0.537129186,2.245142321,0.999284797
TIC 2940839,81.96833281,34.78284371,1.8125417,8353,8368.259191,118.2160176,85.00825823,0.89013201,1.685216678,0.021767868,0.06116007,0.007756112,0.894986433,0.002505299,0.516449621,0.006138958,0.339777933,0.431196385,1.213678823,0.998005766
TIC 314459000,319.1213059,55.38617321,0.858668508,6151.133301,6014.06354,96.51191506,79.17311105,0.285076048,0.174663615,0.001328146,0.606618649,0.014730506,1.042604637,0.001177904,0,0,0.559888649,0.270757235,0.261024065,0.996930995
TIC 355601553,357.6892727,-59.54030189,0.429621818,6531.700195,6517.467533,123.8565127,46.57563987,1.400964678,1.254662904,0.271603506,0.513801217,0.091237828,0.852903755,0.021448787,0.831205667,0.013791071,0.408985277,0.447969397,0.70718009,0.997144669
TIC 40534599,174.67501,-15.312501,0.356756473,5924.700195,5928.546899,126.4749817,67.96793951,0.764627969,3.22707748,0.404023211,0.151776387,0.030670297,0.966388026,0.002504534,0.590446021,0.01437689,0.292143358,0.493388978,2.544622486,0.996379266
TIC 66715008,199.4288173,-0.562393771,0.398365505,5877,6052.38466,24.03764914,79.49699288,0.117228377,0.309605972,0.001821532,0.029485876,0.000937632,1.028747687,0.000913391,0,0,0.486660272,0.284479884,0.376417737,0.997505785
TIC 198408416,258.9132962,58.86449822,0.364560513,5095.057617,5167.4452,115.827519,87.15480134,0.277849371,1.475831177,0.017846683,0.170166815,0.013440497,0.923637193,0.002539144,0,0,0.36059354,0.42857676,1.011403697,0.993533564
TIC 1973623,133.3023305,-28.76838211,0.253466861,8868.666992,8849.365007,134.7844589,45.4764863,1.009207924,0.195549274,0.013878965,0.957657024,0.041141983,0.771551067,0.026400448,0,0,0.569008154,0.301458259,0.137306388,0.973402115
TIC 302125867,307.3192512,-29.93535621,0.389668017,6538,6540.176877,135.7796273,65.28825163,0.408035501,3.357910623,0.325479492,0.323798498,0.029063242,0.974245184,0.00242498,0,0,0.299696106,0.506385609,2.666545222,0.998963964
TIC 327755452,76.69470583,49.94157517,0.503388458,7250.330078,7121.224671,76.37634924,50.71802457,0.178294321,0.132441325,0.003059516,0.495224985,0.012770445,1.035446082,0.002260205,0,0,0.574858677,0.243500715,0.192600096,0.998232358
TIC 332910986,35.05951878,-2.867398703,0.644199025,7379.666504,7237.543083,71.56033886,78.43049252,0.283812498,0.17610028,0.000977387,0.264811456,0.015902884,0.981061532,0.001247959,0,0,0.544863795,0.254420674,0.204649457,0.997188062
TIC 5637753,32.28242774,26.48531098,0.299295182,5095.080078,5130.590722,120.9392399,82.23084076,0.128610339,2.792254007,0.015614511,0.024079141,0.005612287,0.95588657,0.001450137,0,0,0.295482688,0.473461854,2.115416152,0.996908707
TIC 5795305,348.750395,-15.04677279,0.373692737,6172.333496,6252.829845,108.2708871,60.62174851,0.19922651,0.27651649,0.007380952,0.215871689,0.009788391,0.95110321,0.002342002,0,0,0.506382634,0.286893462,0.27037234,0.995956771
TIC 89428764,323.0389793,-34.71427191,0.376518034,6541.424805,6715.833488,30.06090854,76.10186587,0.125600265,0.13993715,0.000591214,0.287368705,0.010237164,0.989074822,0.00079514,0,0,0.563436217,0.238629944,0.171329963,0.999230628
TIC 204327008,347.0989618,-19.70390301,0.323035399,5554,5589.882867,130.5411458,88.03473359,2.056726166,2.141293029,0.097288154,0.254945092,0.028750609,0.917930018,0.003730467,0.79525375,0.004233773,0.33411406,0.465920821,1.415571885,0.991875672
TIC 30631330,75.19907691,-70.49759862,0.387426601,5937,6001.934264,127.2751908,69.9620625,0.502721746,5.55446609,0.24713262,0.393573544,0.014720102,0.965114396,0.001332802,0,0,0.262424313,0.548561541,3.939941694,0.993833337
TIC 72444850,187.3492564,-47.33613025,0.415023686,5761.799805,5809.890621,124.5176799,65.95616237,0.487802799,2.7010502,0.385459692,0.057648759,0.015378701,0.978743182,0.00288119,0,0,0.300345364,0.472543864,2.293955637,0.990303903
TIC 431338625,344.110857,52.131725,0.599800479,6511.75,6457.340621,119.1502664,86.22318294,0.523465555,0.501831524,0.005742382,0.738098058,0.014601018,1.025195781,0.001495581,0,0,0.498775855,0.382181563,0.616971814,0.998186919
TIC 13070701,75.88998302,-25.36549124,0.414022809,7211.5,7363.824271,42.05652075,78.28602114,0.343045721,0.10834131,0.000904811,0.40846301,0.038731094,0.985146165,0.001554547,0,0,0.586230492,0.225441277,0.13915063,0.999076466
TIC 167719897,103.282752,-65.701781,0.513076107,7811.5,7826.488087,132.9957832,47.86280231,0.995741126,7.093481184,1.469794831,0.417698028,0.11101745,0.846856034,0.017860829,0,0,0.244817512,0.56759098,3.436870886,0.992590282
TIC 198560607,255.3410406,42.16386531,0.370298631,6014.333496,6032.241499,133.9058582,73.45489484,0.167296387,1.829693165,0.102911271,0.247508945,0.009195118,0.972993254,0.001146459,0,0,0.347669423,0.452577333,1.555276711,0.99662484
TIC 272176884,296.0164125,43.43675176,0.83661499,6516,6513.842745,139.458274,78.50075988,0.756087091,1.936314696,0.278073291,0.084587689,0.012857507,0.954474071,0.002619433,0,0,0.329775573,0.445130945,1.570483118,0.998705554
TIC 294269932,108.3838135,-55.57787891,0.347406206,6092.625,6089.4757,135.2004944,74.05082113,1.627868736,2.147498731,0.557794149,0.210431848,0.047066267,0.935922892,0.005949198,0.865422079,0.008950726,0.33046147,0.46297732,1.574250412,0.996241072
TIC 349294422,52.06230433,30.02198957,0.310323761,5467.235352,5471.01203,135.4157028,41.66658168,1.145382247,2.101477823,0.267639307,0.693381125,0.180683025,0.92697935,0.010362348,0.384310277,0.071953089,0.372279584,0.498262889,1.367887348,0.992565893
TIC 355651035,358.5990217,-57.94091542,0.583868059,6362,6339.172706,135.6223866,71.37110342,0.34242874,0.517978952,0.050085685,0.158485127,0.007388352,1.003320516,0.001616965,0,0,0.450285695,0.335769342,0.559788284,0.998946393
TIC 421260279,217.1219054,-79.91637589,0.433000028,6031.844727,6056.371319,138.3207918,77.36338597,0.275754171,0.288241453,0.005084194,0.214011059,0.012094074,1.006087754,0.001628046,0,0,0.502873653,0.290143099,0.337495311,0.99920925
TIC 69838619,337.8142092,-20.5424261,0.383246857,6984.25,7015.4233,133.699626,88.6526479,0.891761214,0.109796932,0.001679712,0.618085018,0.03621794,1.009612161,0.002836322,0,0,0.591848736,0.234527076,0.156246626,0.998304102
TIC 405630560,191.3938019,-13.20276669,0.259966075,5370,5471.000548,112.9106768,76.53005261,1.213167587,0.098623738,0.001859557,0.257770243,0.048885513,0.886914843,0.005412016,0,0,0.588567283,0.213608833,0.080540513,0.987279596
TIC 49735506,352.6901593,-10.58659835,0.330042657,5766,5773.892202,129.1862629,55.18265929,0.497912875,8.643170542,0.937876914,0.82266341,0.072990091,0.866743937,0.003885943,0,0,0.247156794,0.595179051,3.507323354,0.991672959
TIC 125958765,256.896468,-46.67967,0.61686784,7281.333496,7273.457857,131.7575034,40.93529985,0.376878388,0.288551037,0.029100608,0.221291128,0.029627034,0.82791789,0.017004309,0.541411366,0.0148336,0.503184692,0.290676287,0.183761499,0.997146038
TIC 159510983,248.0691338,77.90337976,0.324101541,5709.149902,5604.593369,97.28100257,85.25953084,0.188708372,2.633351005,0.013630783,0.07657391,0.00215287,0.953771875,0.001142487,0,0,0.303665435,0.471480781,2.026352385,0.99342701
TIC 100735916,311.0687067,-53.84453758,0.40522003,6745.902344,6748.105284,139.3254919,54.31144253,0.455186369,0.318960239,0.044103948,0.242031884,0.044274733,0.964951229,0.006429731,0,0,0.496166502,0.300249295,0.324697928,0.999375588
TIC 107011293,162.0119543,-39.11853769,0.946477527,7104.666504,7236.248684,75.8209972,57.68658574,1.038760103,0.152922537,0.031720566,0.04880542,0.015948026,0.872673038,0.013269323,0,0,0.547819111,0.234450576,0.121043831,0.994923789
TIC 115906237,84.58317628,32.77715407,0.344487392,5812,5954.845818,74.14161589,80.61222829,0.468119835,0.126589209,0.000902314,0.415816081,0.014072361,1.019067125,0.001908702,0,0,0.575327116,0.236808608,0.177606236,0.995960977
TIC 115971584,266.0441044,40.28086388,0.346695704,5897.5,6034.960516,49.31157659,66.59871427,2.117390651,0.226890609,0.06007584,0.35117634,0.076509591,0.980061736,0.006415144,0,0,0.529036787,0.278687076,0.255691385,0.996813771
TIC 141606986,88.75295588,-72.69334137,0.343684286,5614,5779.603544,38.98726481,85.54135835,0.202795962,2.020396828,0.010506472,0.086522675,0.006840312,0.930676212,0.000920766,0,0,0.326321674,0.448982674,1.461175112,0.99832109
TIC 150083410,117.0945803,-35.13070226,0.315810967,5415.716797,5280.521114,153.9311914,86.01843824,0.173729612,2.388320433,0.009894381,0.082834499,0.00322042,0.944088771,0.001642791,0,0,0.31208283,0.463345752,1.749558956,0.997983552
TIC 156380098,159.886355,15.331026,0.345382235,5642.267578,5651.163845,133.9937912,49.6792165,0.291082142,2.794884827,0.183406193,0.318532226,0.01758367,0.893486141,0.003784345,0,0,0.315194902,0.491583888,1.601781002,0.996754447
TIC 185223458,173.9556578,-6.429148683,0.277279009,4964.27002,5107.373956,61.61021992,77.50331919,0.148081929,3.983872381,0.031661313,0.054512435,0.003143359,0.943227196,0.001139384,0,0,0.27001636,0.506256842,2.731604734,0.999063838
TIC 263078276,17.80335913,-79.17727444,0.28408791,5075.799805,4963.962919,121.4898716,83.08437832,0.195895567,2.032963664,0.023728933,0.04998536,0.007939226,0.952764855,0.001643563,0,0,0.323046074,0.44694787,1.545713519,0.997754525
TIC 27014615,294.1087513,50.54264164,1.097222999,6927.862305,6903.233712,143.0851412,43.55773696,1.734915543,4.761911729,1.992608395,0.65539566,0.142402125,0.907133696,0.018229417,0.674055238,0.066170507,0.289361789,0.549556876,2.736708959,0.988297845
TIC 30028394,43.44756707,-13.12898278,0.457456923,6106.666504,6151.833398,130.6253312,58.77810516,0.223596295,0.816375524,0.104090944,0.219597104,0.01763253,0.969747981,0.004138375,0,0,0.4175956,0.38219345,0.754973306,0.995864746
TIC 410155126,352.9478133,-69.68718243,0.727199147,7853.5,7942.765035,108.3540556,59.65990352,0.543666741,0.012254799,0.000275238,0.717375527,0.038015968,0.991480422,0.00708375,0,0,0.713933659,0.11553857,0.024975799,0.991922113
TIC 419635446,323.4378796,-67.56358858,0.390807722,5939.333496,6025.815623,112.2377737,77.03509573,0.259626227,3.012568513,0.076656114,0.130253409,0.007126093,0.989571888,0.001287466,0,0,0.29632416,0.486321019,2.605232088,0.997880567
TIC 420134346,291.2884631,75.54943796,0.601121079,6755.25,6695.826073,127.7654763,75.45589656,0.314832066,0.215953935,0.005100145,0.263897187,0.023182193,1.001501513,0.002911334,0,0,0.528740637,0.269978946,0.260269921,0.996810118
TIC 81583239,106.8357569,-23.44039789,0.548823411,7658,7682.003919,137.6954214,46.5499818,0.905661003,5.943692087,1.17784865,0.426947038,0.073209382,0.804484707,0.016508033,0,0,0.258757352,0.55498841,2.463745789,0.993199865
TIC 71032040,152.9788716,-34.84937306,0.405398604,5432,5551.822875,83.98363694,64.11620414,0.372628374,5.65931576,0.364139216,0.292000468,0.022992534,0.909842649,0.002332975,0,0,0.255991497,0.54572138,3.1979555,0.994253966
TIC 121213501,287.3408867,38.32567437,0.473627339,6414,6475.241167,117.9331605,79.20320208,0.425473222,0.227007207,0.00450703,0.661894598,0.035292329,1.002356429,0.004134548,0,0,0.544629901,0.296761545,0.287901862,0.998527177
TIC 158173344,286.0571974,45.94935408,0.894081591,7191.5,7196.211227,142.5376794,63.63767105,0.794293567,0.339605174,0.085938667,0.110138595,0.034297372,0.945201853,0.00483798,0,0,0.483189882,0.296865025,0.318528676,0.998974896
TIC 158565141,222.3652286,57.29863449,0.275211638,5070.649902,5137.425968,121.9529879,62.13758201,0.079020406,1.861020777,0.133255605,0.051909295,0.004989932,0.91389653,0.002211626,0,0,0.330605566,0.439261204,1.19238193,0.998372858
TIC 159105713,289.7494387,43.54341715,0.575102626,7913.25,7914.027198,142.6436185,51.91574175,0.590611945,4.255582563,0.592647745,0.396742484,0.05454113,0.893868492,0.008211396,0,0,0.28414966,0.528613051,2.605759376,0.997225917
TIC 164775666,27.22559773,-20.89294319,0.316835404,5768.444824,5754.772443,131.1837463,83.88474242,0.085862938,0.987587863,0.035576048,0.07244991,0.005965827,0.969229295,0.001244267,0,0,0.387835471,0.385640494,0.88428811,0.996197502
TIC 198457457,261.8344024,56.37497584,0.403191948,6921.036621,6997.891422,122.6433461,55.11826573,0.19248003,0.962436657,0.091894492,0.119793763,0.006428384,0.913024764,0.004301303,0,0,0.394569702,0.387856423,0.730060203,0.998530093
TIC 248348545,17.18237114,-3.667862034,0.389030187,6317,6340.499353,143.1238633,69.2792396,0.76120549,3.765212676,0.435767392,0.169691566,0.019533682,0.978422804,0.001914873,0,0,0.280944369,0.507281605,3.038999904,0.998180262
TIC 257002707,223.9325128,76.30658223,0.376972721,6534.600098,6569.674209,126.8995674,45.81409433,0.587512699,0.277318708,0.01812835,0.666799731,0.093987851,1.000307151,0.005548444,0.647614237,0.026967303,0.531472178,0.315718061,0.342220864,0.999319196
TIC 398985393,192.718452,-19.317329,0.439176801,5785.666504,5864.483734,113.9907169,47.44052676,0.1822403,3.085461509,0.154753589,0.178377399,0.01119444,0.860583807,0.002385583,0,0,0.297474792,0.491140192,1.563243546,0.995796591
TIC 408242182,63.12468199,32.63955533,0.619927566,5337,5233.917989,102.4709001,43.25416422,0.38686506,5.636393135,0.354198269,0.144659931,0.025809838,0.881383052,0.009461009,0,0,0.249202414,0.539361643,2.715418593,0.991537506
TIC 417052182,304.2117384,41.96146001,0.313293695,5899.333496,6012.187785,106.155801,88.05889148,1.911174103,0.118216588,0.002017666,0.509664932,0.04712557,0.981650641,0.002707944,0,0,0.583313201,0.235645441,0.149908788,0.995145669
TIC 452819172,73.18132313,3.210871783,0.412005525,7403,7396.808835,131.5184239,73.31244361,0.309636094,0.146993972,0.001972287,0.177003384,0.010855601,0.943649567,0.002763593,0,0,0.555662985,0.23734182,0.153716256,0.999051558
TIC 91606450,88.52140934,15.87948738,0.763229633,6402.125,6506.525316,118.8169108,52.10377188,0.469265552,0.132634187,0.013857003,0.15117899,0.047332801,0.951798718,0.005085113,0,0,0.562839695,0.229190215,0.140482636,0.998302329
TIC 388179896,51.89797134,-72.84865466,0.310044948,5307,5333.674345,147.878616,80.15659357,0.145931012,2.46726842,0.028841796,0.056355588,0.009782015,0.912751359,0.003071961,0,0,0.307565022,0.464491824,1.568480009,0.996805305
TIC 41232835,91.980475,-66.360294,0.2393426,4934.049805,5107.032828,30.37037796,59.12580719,0.133706749,4.090460793,0.214786533,0.886401186,0.028675604,0.84136203,0.002732683,0,0,0.318697207,0.552154466,1.417168793,0.996216619
TIC 137687487,292.6185993,38.52484801,0.513960219,6833,6959.98979,90.34041291,64.5260007,0.640956064,8.517686537,0.209491162,0.155080393,0.015808492,0.700561314,0.008554139,0,0,0.221214043,0.572442936,1.904243535,0.991268867
TIC 115419820,252.380168,47.10800159,0.878327206,7538,7435.670856,100.0637268,69.93374675,0.337586525,0.232673762,0.010400593,0.225925859,0.014211098,0.970676363,0.002001311,0,0,0.520956935,0.273747324,0.251837476,0.994065886
TIC 143058907,167.8772958,-8.261359046,0.60027114,7323,7462.149777,79.74704784,82.89426939,0.732249977,0.087042704,0.001153903,0.383200309,0.035047832,0.918904897,0.002216742,0,0,0.60087854,0.209778832,0.094473398,0.992643847
TIC 149837469,352.0045549,-33.99767082,0.385788823,5458.222656,5623.559533,42.53560661,83.66555931,0.141054101,2.465894791,0.009029452,0.028486611,0.001350274,0.952621191,0.000793118,0,0,0.305678236,0.4626701,1.908895172,0.998554385
TIC 167692491,102.5767095,-63.50324393,0.42061488,6827,6855.735658,128.5770067,46.41536513,2.976064665,1.990740019,0.489237956,0.792455734,0.173453462,0.899695804,0.019066659,0.759522629,0.038958332,0.387615195,0.503464034,1.240705245,0.988362912
TIC 193322682,178.1311875,-15.95066424,0.333691893,5753,5911.287499,62.15749756,54.53282706,0.149610032,2.723734766,0.129017157,0.083206343,0.006199179,0.906119176,0.002582334,0,0,0.301381152,0.474831691,1.742971057,0.996660079
TIC 233904049,304.745613,56.60533999,0.311230063,5649,5727.69825,102.3408389,89.62878449,0.542506597,2.186678879,0.008636514,0.08055205,0.006501761,0.948477473,0.001093964,0,0,0.319234575,0.45548114,1.683133248,0.999381428
TIC 267043786,4.339640834,-71.91579132,0.594576463,6720,6540.221897,22.24116834,82.00956143,0.076088081,0.295902641,0.000540051,0.323540262,0.003740433,1.026080401,0.000412241,0,0,0.506875173,0.299135398,0.372586763,0.997729236
TIC 27073513,294.1693871,50.85707438,0.667511574,6958,6966.432437,134.8120647,74.04887387,0.732022845,0.077518719,0.002317693,0.712376596,0.088171104,1.032529586,0.005274326,0,0,0.616986816,0.212904709,0.12575196,0.998213924
TIC 365056605,20.26481537,7.606005111,0.475620351,6333,6484.663207,55.82180914,66.47263897,0.068154117,0.424372467,0.008746897,0.156831418,0.004707691,0.985547134,0.000757977,0,0,0.467073659,0.31849023,0.442332802,0.998254322
TIC 382425148,350.0694572,-44.06520965,0.36522037,5929,6018.338936,121.4932282,62.8147377,0.359091436,6.606157145,0.389941078,0.315228189,0.022773141,0.884600635,0.00294367,0,0,0.245545839,0.558499356,3.384499808,0.997799683
TIC 398673007,13.87351488,-11.10969425,0.543616111,7082.300293,6913.171247,34.19681496,70.84937512,0.13447509,0.314366479,0.004998507,0.279915477,0.006515648,1.013169772,0.000789323,0,0,0.49955048,0.301474739,0.374138929,0.99477863
TIC 41533230,93.77948,-71.57012,1.418807589,5818.25,5948.256921,99.9967876,52.97506664,1.541031975,0.123527554,0.027691859,0.428399352,0.094772634,0.903825482,0.015261701,0,0,0.577511958,0.235548906,0.113794661,0.995094736
TIC 447236438,250.7814615,-61.09501215,0.60699312,7123,7165.61595,127.5166419,55.15505927,0.479923672,4.839346117,0.525305993,0.590437221,0.064328365,0.911385918,0.005311416,0,0,0.284220093,0.547500651,2.891697268,0.998173296
TIC 277104322,84.23483554,-67.00182697,0.282253642,5015.064941,4994.346029,132.1404167,54.47251358,1.825937248,1.291501777,0.087803377,0.831204249,0.081260753,0.784339348,0.046257967,0.620207284,0.024866025,0.441947111,0.484330155,0.393896832,0.994494192
TIC 220654235,245.6239485,-57.52164083,0.47901564,5639.666504,5633.2635,138.3302112,87.08876527,2.556631086,3.502943894,0.193972146,0.57648119,0.083316067,0.832055164,0.007896376,0,0,0.312350652,0.524171244,1.371559941,0.991786711
TIC 123038007,279.1171594,45.93977121,0.422731719,7136.5,7190.88983,125.3349232,87.14472168,1.366090449,0.150300803,0.002358747,0.638681359,0.039120929,0.996019306,0.001960665,0,0,0.571469269,0.259931089,0.198667987,0.998630586
TIC 140757590,74.281108,-72.131945,0.418483992,6189.466797,6282.968554,121.1173015,87.90299276,1.212306144,0.194502657,0.001827786,0.625005043,0.019017625,1.006508427,0.001641909,0,0,0.553320155,0.280904076,0.254939426,0.998513808
TIC 144500485,84.42670105,-41.02327656,0.568764262,6276,6381.938314,97.54569239,73.64688325,0.380536702,0.088098088,0.0012054,0.081638123,0.02085209,0.906686455,0.003721595,0,0,0.592166013,0.200561482,0.082915378,0.992000342
TIC 152362660,65.26182967,-26.49098728,0.395988977,6242.5,6321.18461,111.1407368,65.6337459,0.274417501,0.352478033,0.025670013,0.250025621,0.016832879,1.008819279,0.001738987,0,0,0.48850185,0.30921275,0.408719172,0.99567952
TIC 241393039,24.38849128,-2.140212584,0.371384178,5807.5,5894.062334,121.5419333,85.75352767,0.200745342,2.397936544,0.010936082,0.163527196,0.007505739,0.957713931,0.000964188,0,0,0.317489897,0.468998925,1.887233411,0.997391653
TIC 273872891,298.1488421,47.27719433,0.660777882,7139,7115.257079,133.3293116,64.56826911,0.302615541,0.562854385,0.045307602,0.021234788,0.002664102,0.919963759,0.002460881,0,0,0.43286698,0.332113679,0.457084291,0.996280771
TIC 384355530,136.1485032,-54.01643835,0.96071918,5892.75,5975.88913,102.1805426,88.36975526,1.856188136,0.168242732,0.01010521,0.693662792,0.113988167,0.758670726,0.01432324,0,0,0.566171734,0.272104456,0.073748278,0.990501568
TIC 406954476,290.3937447,53.5880853,0.191655455,7734,7778.781324,127.3066581,56.62717267,2.138407847,0.017837895,0.003266419,0.643307636,0.146999823,1.033306399,0.019662717,0,0,0.696941156,0.129997561,0.037144297,0.981856861
TIC 44797681,62.45881848,-25.32095425,0.401240621,5945,5921.493864,131.1337624,45.70968148,2.142369204,1.868704138,0.536794459,0.79200907,0.172858677,0.85719387,0.01631436,0.703898302,0.043498153,0.394659347,0.499828647,0.927959478,0.989112226
TIC 72304931,92.67792139,-9.851141614,0.365834984,6720,6725.496705,137.4006897,72.36624652,0.692169332,0.175407743,0.009868619,0.403464097,0.04351482,1.019940857,0.004106941,0,0,0.550925236,0.260872557,0.234349728,0.994986736
TIC 200655763,320.828601,-46.37343534,0.295928414,5373.5,5386.63798,125.7668531,61.48197701,0.201561448,1.847543719,0.262076456,0.034056512,0.007494319,0.948581874,0.002815368,0,0,0.329830628,0.437307671,1.428933756,0.994017296
TIC 33004581,88.03506715,-27.71277633,0.621562386,7910.333496,7887.275227,137.7224152,56.93063396,0.810421574,5.034629332,1.024831776,0.788398611,0.116281848,0.907573655,0.00669996,0,0,0.292163388,0.559721026,2.944822304,0.99673327
TIC 332918217,84.873237,-8.14874,0.444243353,5946,6073.895316,73.39715078,71.67074156,0.218112653,0.183644291,0.002636575,0.173095823,0.007298003,0.992851016,0.000941515,0,0,0.537734384,0.253078357,0.215243666,0.999218852
TIC 43864479,77.89214221,-10.57325827,0.594681319,6097.5,6059.643671,122.3121156,81.67652705,0.317500049,0.179119204,0.001501836,0.437359621,0.021381816,1.007093056,0.001421192,0,0,0.550809373,0.264209671,0.23008367,0.998783822
TIC 9845586,48.21650797,-7.738928776,0.359933874,5421.280273,5447.158383,133.0904637,84.51691715,0.452264434,1.508546437,0.070236009,0.08101299,0.009742085,0.978496104,0.001869839,0,0,0.351001287,0.423069301,1.33934067,0.998364469
TIC 158218818,286.4997638,43.1304928,0.423802356,5738,5758.305142,129.1426596,77.16241292,0.404237895,2.701038207,0.110267035,0.090136753,0.008453775,0.979277888,0.0015104,0,0,0.302523122,0.474527337,2.290048764,0.997103706
TIC 158389967,287.1246376,43.60017812,0.392919061,5460,5461.633641,133.0078498,81.65265504,0.472494973,1.607956171,0.174261363,0.215527458,0.015763377,0.940034104,0.002670008,0,0,0.356733154,0.439459952,1.19869787,0.995194226
TIC 117978580,71.74587639,-14.62313781,0.527791079,7401.5,7337.774211,120.202021,79.90580987,0.3485346,0.328425571,0.003955545,0.30451781,0.020200269,0.98656278,0.002041928,0,0,0.497512075,0.306812149,0.361118036,0.997165421
TIC 12921082,305.0891556,38.69991351,1.774144031,5066,5038.390096,118.4249292,42.46315379,1.926419396,1.191902778,0.240957766,0.219006,0.03675735,0.873819883,0.014650743,0.721578611,0.020790789,0.384690961,0.41532713,0.628858992,0.995597449
TIC 169814134,297.6400819,40.23608457,0.707135529,6379.5,6365.685528,133.8110086,70.02077004,1.166050233,0.216095451,0.03292882,0.493464412,0.05674081,1.021628985,0.003341916,0,0,0.539622917,0.282597631,0.285659124,0.998167513
TIC 199612934,249.4327672,55.79594687,0.601481872,7092,7238.85096,65.76141544,83.01314978,0.753288448,0.098295227,0.000923612,0.356612344,0.019836134,0.930152425,0.002919785,0,0,0.591612663,0.216894592,0.106747474,0.996048697
TIC 231262738,334.030152,-51.01348407,0.302400796,5321.950195,5329.932466,137.8532439,47.1178507,2.911403108,1.464386573,0.245612796,0.786342936,0.17300762,0.80335854,0.010826486,0.769978218,0.045178762,0.421832167,0.485795525,0.506580567,0.992545072
TIC 235277567,103.0392388,8.429128738,0.281075422,5753.5,5751.841669,137.4025629,74.38177359,2.034275737,1.445269215,0.566077146,0.034497484,0.00737655,0.925816923,0.009551964,0.853517525,0.009227534,0.35078497,0.415505614,1.05887189,0.986717615
TIC 254303140,5.86666972,-20.69722794,0.414743119,5445,5370.243219,121.2480241,65.69382255,0.068146116,2.384174179,0.048974322,0.130522254,0.004868902,0.950420255,0.001342039,0,0,0.315615137,0.466324926,1.792370628,0.996092832
TIC 322512913,43.27288672,-20.52748576,0.458499707,6905,6901.877584,130.4952776,66.44041974,0.488393437,8.972104892,0.371753727,0.306322685,0.031651898,0.870085054,0.003250285,0,0,0.223520936,0.581046258,4.400280234,0.997786783
TIC 358069227,38.50464793,-65.60952303,0.398643659,5436.32666,5616.116134,23.19519228,46.41647743,0.170433485,4.398433369,0.138594656,0.254614939,0.00185884,0.843577091,0.002062326,0,0,0.273510863,0.52420123,1.873200368,0.999013684
