name,RA,DEC,Period,T1,T1error,incl,inclerror,q,qerror,f,ferror,t2t1,t2t1error,l3,l3error,r1,r2,l2/l1,R2
TIC 408242182,63.12468199,32.63955533,0.619927566,5777,25,37.38013043,1.037138378,0.826648615,0.147146094,0.269726405,0.110332604,0.890203917,0.029737074,0,0,0.421296623,0.388151676,0.554344394,0.99603024
TIC 100765074,311.4133084,-51.04529154,0.453495674,6680,37,76.45881158,0.088535502,0.208078042,0.000825768,0.656679523,0.010469509,0.983486251,0.000621319,0,0,0.550241317,0.28861781,0.253217326,0.99980298
TIC 193823999,268.8993431,43.80559676,0.369770861,6564,52,88.65455994,1.199375796,0.247418676,0.001372484,0.265256422,0.015758593,0.989957816,0.001446318,0,0,0.51795936,0.280835715,0.282413408,0.999331771
TIC 141606986,88.75295588,-72.69334137,0.343684286,5651,106,88.3294,0.3565,0.5309,0.0028,0.1505,0.0094,1.0641,0.0011,0,0,0.4476,0.3373,0.6993,1
TIC 143100813,256.8201895,17.42684214,0.387614927,6406,36,71.43865524,0.705983307,0.256687788,0.024549674,0.301788453,0.022419423,0.991954314,0.001438363,0,0,0.51690935,0.285941948,0.294551286,0.999738053
TIC 233904049,304.745613,56.60533999,0.311230063,5398,96,89.95167538,0.061722206,0.515490472,0.001732968,0.259653859,0.006691134,0.971986819,0.000643325,0,0,0.458254764,0.343354306,0.501840198,0.997676917
TIC 80312842,165.2437873,-53.05331716,0.521420816,7134,20,51.26000466,1.193073045,0.067945868,0.01498167,0.687640442,0.188062501,1.075112915,0.014327487,0,0,0.624572699,0.203173836,0.125026433,0.99484713
TIC 357372327,218.127245,50.82796838,0.42031148,6247,129,77.22446811,0.214485959,0.48976818,0.018309813,0.309575376,0.009258466,0.978093383,0.000526676,0,0,0.466109426,0.342680333,0.498311205,0.999389508
TIC 178859380,194.7071324,-36.97582482,0.330862737,5551,102,83.515,0.0867,0.355,0.0009,0.2903,0.004,0.914,0.0004,0,0,0.4904,0.3126,0.2878,1
TIC 410155126,352.9478133,-69.68718243,0.727199147,7686,54,36.7913316,1.371443415,0.167216538,0.043934021,0.146434176,0.168347416,0.835339149,0.06132073,0,0,0.544228903,0.245049244,0.11856401,0.996031892
TIC 415969184,342.1486374,-20.31193519,0.948332794,10355,291,87.95234561,1.801032776,0.169635939,0.001115556,0.343491061,0.02182929,0.844053986,0.002111548,0,0,0.550963763,0.255377552,0.141599489,0.998819834
TIC 404460906,15.8639747,-12.17306388,0.586036719,6906,20,49.38366974,0.487852606,0.980661168,0.023317396,0.671006565,0.043244614,0.935039804,0.00338253,0,0,0.452477641,0.449181728,0.801776025,0.997187374
TIC 398336271,295.1774277,86.35251456,0.536730048,6458,55,82.59834976,1.06235912,0.137299293,0.002691874,0.367576455,0.057511303,0.965198529,0.003569078,0,0,0.5677204,0.24069311,0.157455997,0.997869597
TIC 9845586,48.21650797,-7.738928776,0.359933874,5716,24,86.17363416,0.509463541,0.671744904,0.01677047,0.178840498,0.015212599,0.987436022,0.001830339,0,0,0.430029788,0.360566076,0.670682824,0.998812272
TIC 255907472,247.0720691,37.19004014,0.337250358,6000,17,73.90047675,0.467943581,0.299302259,0.016285258,0.031095504,0.001588526,0.981125678,0.002114668,0,0,0.489727174,0.28197748,0.31167865,0.997263606
TIC 398985393,192.718452,-19.317329,0.439176801,5827,25,39.62470999,1.040881129,0.917778048,0.068775846,0.781529319,0.128363993,0.957042754,0.005109455,0,0,0.469855994,0.455609391,0.804768176,0.999148625
TIC 142013583,96.202975,-72.010994,0.322140118,5512,36,50.75697786,1.389226926,0.158792669,0.039203584,0.47407961,0.233533671,0.98499695,0.016209874,0,0,0.561109152,0.256489134,0.19365079,0.990059174
TIC 168005331,152.3240145,-26.63714695,0.71168057,6968,27,63.656581,0.620201468,0.473120292,0.17622736,0.07506331,0.030253393,0.997321367,0.00566096,0,0,0.452126901,0.321668541,0.501951488,0.997706986
TIC 40083136,7.238546682,-8.210490652,0.23578065,4677,5,70.17605366,0.703003453,0.248663274,0.024023178,0.214929345,0.032837665,0.974592687,0.002055757,0,0,0.515015235,0.278359124,0.260474613,0.996711916
TIC 392536812,280.4674436,58.05647313,0.590488075,6585,18,76.33879733,0.402683597,0.098965551,0.001749862,0.540911603,0.050556392,0.993850397,0.002664882,0,0,0.596466362,0.224028808,0.134737075,0.997886589
TIC 27073513,294.1693871,50.85707438,0.667511574,6600,34,76.4103476,0.917104618,0.094011853,0.00282767,0.480862439,0.083026964,0.99892228,0.00553214,0,0,0.598232406,0.218285255,0.129091121,0.99646924
TIC 260708271,98.459591,-59.062738,0.358936992,5997,29,55.99924816,0.199499432,0.945948318,0.054358305,0.120433025,0.008269344,0.946150285,0.00467629,0,0,0.396084201,0.386341206,0.787832314,0.998350384
TIC 393871721,261.1732081,13.89944654,0.457737372,6538,141,79.11309541,0.184096077,0.307227946,0.002911495,0.163555013,0.013539926,0.925366736,0.001669468,0,0,0.494774701,0.2921883,0.270426384,0.998291897
TIC 167719897,103.282752,-65.701781,0.513076107,7449,152,37.80139282,1.637631157,0.817792586,0.1489715,0.733755142,0.196318343,0.935901019,0.016475108,0,0,0.470151921,0.436325037,0.707402708,0.994214077
TIC 142109430,99.274246,-76.410648,0.613802787,6566,40,65.7456101,0.35748972,0.124463565,0.00360584,0.624883958,0.016835152,0.859879354,0.001702114,0,0,0.583681191,0.244324627,0.102980907,0.996145941
TIC 457172621,57.70570447,3.429259143,0.452234194,6901,38,62.23763311,0.480066047,0.294638114,0.043682624,0.835525358,0.086154635,1.01899265,0.007248958,0,0,0.53798203,0.33394847,0.392397687,0.999452426
TIC 69838619,337.8142092,-20.5424261,0.383246857,6669,5,86.62323304,1.260260734,0.128804227,0.001839296,0.609102711,0.037774703,0.969283039,0.002904766,0,0,0.58081603,0.246297108,0.158262909,0.998887383
TIC 198037139,61.45751032,-54.04346309,0.360045136,6141,8,87.54267342,0.816701357,0.154577505,0.00111415,0.554212492,0.020773618,1.00683368,0.000939584,0,0,0.566202521,0.258162621,0.20604604,0.999482144
TIC 158673914,165.079491,-40.788962,0.373097477,5880,115,89.69610242,0.216230539,0.485107144,0.001973511,0.37067778,0.009921782,0.97016824,0.000984491,0,0,0.471450321,0.3466854,0.480262898,0.998107329
TIC 410299018,149.779699,-22.142026,0.356114424,5697,38,42.70054025,0.738936402,0.204864788,0.023454329,0.292555319,0.089530294,1.020727549,0.013416581,0,0,0.534218251,0.267379346,0.265470974,0.997075306
TIC 166853161,40.52435893,-48.6728016,0.297214173,5587,6,53.12068083,4.830822336,0.876264949,0.056136916,0.062842249,0.304740635,0.957998151,0.010852805,0,0,0.397243402,0.374022813,0.758568077,0.99668768
TIC 115906237,84.58317628,32.77715407,0.344487392,5656,20,81.87543124,0.488545473,0.149056079,0.001518328,0.394984328,0.030664114,0.989714949,0.001779249,0,0,0.56266099,0.247983525,0.184192644,0.998755011
TIC 151233402,91.25112274,12.55131439,0.809243859,9273,248,81.50934362,0.052448099,0.314652114,0.000920479,0.734352249,0.00962339,1.000666137,0.00064875,0,0,0.527413917,0.33291093,0.386547684,0.998515292
TIC 242944454,58.6048753,12.06883916,0.404830293,5710,23,77.91807238,0.130984457,0.238135068,0.001045278,0.315970725,0.010146662,0.976136166,0.000985719,0,0,0.523537839,0.280638793,0.260326973,0.998608282
TIC 115412010,252.0647209,44.74131042,0.301884367,5459,11,78.79344527,0.203271681,0.296489234,0.001783371,0.240552707,0.013250738,0.913024546,0.001149469,0,0,0.502035274,0.29409098,0.241568263,0.997853661
TIC 161825615,239.9388449,59.68894715,0.394291583,6045,121,30.23637447,0.211461828,0.29293284,0.036977677,0.479806751,0.100749687,0.785327507,0.02014976,0,0,0.516652631,0.308309661,0.1425523,0.996438649
TIC 357512000,186.725989,-78.654709,0.880016246,7314,20,71.87563177,0.440943721,0.259151014,0.010409102,0.032791266,0.003667397,0.778457955,0.004997381,0,0,0.502418238,0.271175837,0.132329381,0.995190479
TIC 198457457,261.8344024,56.37497584,0.403191948,6504,24,57.36049434,0.571993804,0.3622297,0.067512899,0.288920886,0.065107989,0.952506525,0.005992981,0,0,0.488729417,0.31422142,0.35090347,0.999496008
TIC 177258700,102.249551,-73.364012,0.687817396,6951,76,83.06399633,0.193935846,0.272138585,0.001018633,0.60565275,0.007584655,0.975841605,0.001109613,0,0,0.529192721,0.309852823,0.308983831,0.998116461
TIC 57229962,251.1066361,41.9691971,0.42343327,6450,9,72.34301978,1.12739425,0.212527389,0.024336192,0.557805922,0.051620438,0.980878252,0.003126395,0,0,0.543948796,0.284805121,0.251392597,0.998862069
TIC 155998626,235.7510476,43.26536574,0.640771017,6758,27,69.99960383,0.315605096,0.108551878,0.001530945,0.28330132,0.031388374,0.962343171,0.002807622,0,0,0.582283494,0.220870255,0.126311524,0.99845923
TIC 89428764,323.0389793,-34.71427191,0.376518034,7017,50,77.10221203,0.137245394,0.151654832,0.000705713,0.332350856,0.014023114,0.972653952,0.000849376,0,0,0.559005411,0.246451896,0.176090753,0.999619369
TIC 72637266,31.99814836,-28.97813475,0.422444232,6335,5,67.46983356,1.250228018,0.131513685,0.019079791,0.799318628,0.07096779,0.963958834,0.00355393,0,0,0.586321728,0.256580375,0.163048149,0.999418945
TIC 436660156,72.91173344,13.38099741,0.414823969,5588,30,77.88740727,0.252169677,0.229028898,0.001844137,0.499441641,0.024926141,0.977370467,0.00167028,0,0,0.535695675,0.287897317,0.25906379,0.999535723
TIC 214657111,349.0130241,-15.89206633,0.469904084,5758,7,63.70220751,0.65144111,0.143664818,0.01278086,0.656658472,0.052025466,0.962168206,0.001755284,0,0,0.575207686,0.257112061,0.167975136,0.999855359
TIC 260411041,152.6384705,-43.36006734,0.402867318,6665,34,82.22426587,0.473086852,0.138226624,0.001648883,0.633694025,0.030545147,0.969558195,0.00161424,0,0,0.576934903,0.2529454,0.16844447,0.999148885
TIC 138256097,220.7723431,30.40986118,0.463641484,6704,36,80.00146478,0.293108256,0.252187599,0.002107534,0.344723989,0.021579486,0.980480659,0.002075452,0,0,0.520529415,0.287005521,0.282433096,0.999344655
TIC 167338355,98.34559,-70.124808,0.288410133,5206,37,89.4341,0.6024,0.4896,0.0045,0.2888,0.0242,1.066,0.0022,0,0,0.4646,0.341,0.6744,0.9945
TIC 192542237,154.4907982,-23.54850615,0.623908465,6791,18,52.94535764,0.682228391,0.092331552,0.017180711,0.342683784,0.141586738,0.946486981,0.006138987,0,0,0.595662008,0.212264392,0.105986067,0.999227223
TIC 185223458,173.9556578,-6.429148683,0.277279009,5876,24,81.28397864,0.204870933,0.312855867,0.001508558,0.091381992,0.013835284,0.954852201,0.00174488,0,0,0.489181895,0.289130422,0.297306825,0.998459106
TIC 11480757,303.9830976,37.45431286,0.4038864,6673,27,72.86528616,0.488771193,0.112310234,0.002376116,0.503730601,0.061694993,0.973300544,0.003128719,0,0,0.586678518,0.231669592,0.13967651,0.998542708
TIC 336674747,354.4009508,7.048406419,0.365949234,5622,23,72.53904636,0.141448438,0.919844871,0.083764766,0.083706877,0.010674814,0.979288766,0.003386074,0,0,0.394988008,0.380313094,0.859981071,0.996467387
TIC 178834939,150.8725225,-3.013135185,0.339846809,5621,104,82.96181144,0.102034573,0.467060575,0.001807672,0.165943052,0.005890985,0.976807518,0.00061863,0,0,0.459581151,0.327362847,0.464758323,0.999028745
TIC 468670361,19.08757927,76.80271562,1.149758423,7201,172,61.40311645,0.557542275,0.113810801,0.008275859,0.303977614,0.026889982,0.794133328,0.005388602,0,0,0.579437675,0.2248564,0.071795742,0.998927225
TIC 405352433,22.56860021,13.55700902,0.324578008,5502,100,83.10949563,0.145891037,0.440712056,0.001695032,0.135611235,0.005201039,0.992939901,0.000519297,0,0,0.462425887,0.320153036,0.466605429,0.999067776
TIC 461662516,124.3638845,51.8630392,0.373142904,5880,115,71.3249,0.3317,0.5555,0.0514,0.3091,0.0155,0.9934,0.0013,0,0,0.4561,0.3543,0.584,0.9989
TIC 121274442,287.439469,39.55146695,0.735853026,8702,226,58.91507,0.544937216,0.101961712,0.007723031,0.226887624,0.038482115,0.80320928,0.006351759,0,0,0.585240627,0.21467114,0.073307464,0.998196485
TIC 193728983,267.9250557,47.97519972,0.455229169,6091,13,84.30952877,0.214915857,0.425405886,0.00272274,0.369895054,0.013773925,0.992643231,0.001237403,0,0,0.481495946,0.334450647,0.464743489,0.997710982
TIC 121009628,55.5613719,-20.14608195,0.282144828,5137,11,83.66892604,0.332780562,0.46945392,0.003768668,0.252947168,0.015085169,0.93892229,0.001047337,0,0,0.465352087,0.334426278,0.401556158,0.998207709
TIC 302125867,307.3192512,-29.93535621,0.389668017,6221,43,63.89876068,0.109100021,0.960780376,0.056822272,0.168583997,0.006325027,0.989818905,0.002365316,0,0,0.399440561,0.392441561,0.935604461,0.998453417
TIC 47626069,278.7916066,51.88789363,0.410109466,6447,5,58.81199086,0.567402213,0.210990731,0.03243209,0.60227782,0.092919511,0.980238382,0.004269416,0,0,0.546627503,0.286709138,0.250366816,0.999563217
TIC 219494344,243.7751598,44.97269967,0.345383923,6158,9,63.19275242,0.120806592,0.98609312,0.017785298,0.183697565,0.006992527,0.972927768,0.002305327,0,0,0.398798418,0.396350449,0.902456721,0.998773975
TIC 445133704,11.12758944,54.00423088,0.324071694,5666,22,68.1737626,0.263203164,0.180309331,0.004839002,0.551831545,0.021461656,0.888376145,0.001522189,0,0,0.55528518,0.270575213,0.1498431,0.995329912
TIC 349294422,52.06230433,30.02198957,0.310323761,5503,68,34.98935561,2.217697935,0.879104945,0.130581297,0.622053798,0.31058267,0.938565497,0.034066497,0,0,0.453213532,0.431287088,0.715019115,0.996236315
TIC 356199330,266.9147757,53.82203694,0.346753547,5634,80,32.59255126,1.588592166,0.639733369,0.19303758,0.443100989,0.192766186,0.860085491,0.049606808,0,0,0.456709484,0.379658229,0.388830651,0.995183357
TIC 284890361,260.4362824,54.55921378,0.336311625,6139,9,78.07144485,0.599732194,0.35096597,0.016433389,0.415054933,0.013027619,0.987243499,0.001444774,0,0,0.499219895,0.320209707,0.386953108,0.999368077
TIC 445924091,47.84452325,9.183954808,0.463727951,6705,64,77.07564158,0.344041594,0.104606787,0.001078089,0.335240707,0.027812494,0.992291348,0.002589367,0,0,0.586534323,0.220303004,0.13561599,0.998068256
TIC 241393039,24.38849128,-2.140212584,0.371384178,5866,114,89.45106484,0.178386032,0.465656933,0.001776157,0.282754757,0.008122628,0.98146212,0.000690495,0,0,0.468160497,0.335995757,0.478785631,0.998725439
TIC 13070701,75.88998302,-25.36549124,0.414022809,6690,7,79.23131142,0.30773397,0.119054995,0.000945594,0.379864722,0.023186713,0.969080005,0.001529042,0,0,0.578566499,0.23095215,0.141747377,0.999338652
TIC 18636142,266.8689707,32.35754094,0.431528299,6530,27,57.13692898,0.539906286,0.228297529,0.038928534,0.341233841,0.071842412,1.0228742,0.003730561,0,0,0.528073156,0.278634934,0.294419156,0.998783214
TIC 123038007,279.1171594,45.93977121,0.422731719,6702,45,86.88470989,1.395379441,0.167938631,0.002451324,0.693268026,0.038472678,0.970432091,0.002391553,0,0,0.566274881,0.271929113,0.203030144,0.999105499
TIC 50894724,127.0794914,-10.70782661,0.407532038,6278,35,61.45679321,1.01338201,0.225391457,0.055389807,0.314281607,0.099532443,1.032487164,0.006700766,0,0,0.527760181,0.276104818,0.298720068,0.997920613
TIC 200670652,3.302846791,-52.97785914,0.300142316,5312,92,66.82682572,0.394944861,0.1549664,0.006681587,0.576593402,0.034827559,0.916853031,0.002380646,0,0,0.566916285,0.259432429,0.145510937,0.996498271
TIC 428772119,26.49425878,80.08203473,0.319030349,5459,98,89.87447855,0.149195713,0.444904668,0.001432278,0.206570818,0.008512564,0.965066818,0.000709869,0,0,0.466490957,0.326190358,0.426729785,0.998073862
TIC 164720673,25.72832355,-20.12448845,0.366017422,5825,112,78.87581432,0.226487455,0.141982747,0.000835132,0.504316809,0.016455918,1.005402459,0.001043025,0,0,0.570270052,0.249196909,0.18893207,0.998300029
TIC 268686130,17.72335165,-18.96064947,0.467212014,7094,26,83.75535419,0.591176837,0.188056068,0.001602452,0.251384762,0.024059941,0.958331464,0.002182097,0,0,0.539139679,0.258701435,0.201176545,0.998926055
TIC 237092476,231.2113762,24.99544284,0.244702751,5356,16,79.38682388,0.529038991,0.331824106,0.0082947,0.122186323,0.024042385,0.984295856,0.002631842,0,0,0.485881931,0.295775937,0.348416065,0.997430913
TIC 257073305,116.890946,4.914124751,0.65500178,7195,36,38.4545,0.6227,0.3894,0.0543,0.5435,0.0496,1.0952,0.0081,0,0,0.5002,0.3394,0.5807,0.9976
TIC 98828631,45.72490934,-15.90114168,1.014523672,6158,33,69.8166973,0.777376675,0.176361165,0.011851397,0.227967036,0.021283275,0.939592452,0.001822007,0,0,0.543235383,0.252756908,0.174204916,0.999674423
TIC 156380098,159.886355,15.331026,0.345382235,5664,106,44.88851927,1.864042169,0.976599585,0.02161808,0.633027501,0.185567906,0.947601755,0.008821224,0,0,0.448108161,0.444092016,0.809605313,0.998012158
TIC 179244391,79.63560612,-68.2257715,0.285415343,5198,88,82.16012655,0.125877342,0.454110269,0.002476442,0.209165959,0.009641598,0.931855445,0.000609364,0,0,0.464971196,0.328168987,0.376357175,0.998546886
TIC 342334344,326.6692636,57.29351973,0.902074234,7175,26,87.52683115,0.264782032,0.704099603,0.004815724,0.062650157,0.00715905,0.891451018,0.001210822,0,0,0.416291337,0.35470483,0.512311649,0.999330735
TIC 237130278,277.8057295,52.78541249,0.412903656,6685,46,76.83924626,0.350164439,0.154470948,0.002112207,0.564696076,0.039282573,0.971040478,0.002360271,0,0,0.566666146,0.258606594,0.184553125,0.999390753
TIC 312286761,313.3469238,48.51458581,0.509539128,6941,156,75.0703,1.1943,0.3892,0.057,0.4946,0.04,0.9973,0.0023,0,0,0.4969,0.3356,0.4431,0.9955
TIC 219517559,247.150603,47.299536,0.359911693,5777,110,84.20426361,0.310692815,0.492089169,0.00418135,0.20223181,0.010381633,0.972623118,0.001239611,0,0,0.457802029,0.334683318,0.482997527,0.998555554
TIC 331377569,310.7749192,22.48186414,0.454258533,6282,5,73.44951726,0.389212933,0.169425462,0.002466178,0.707279532,0.031884083,0.979968024,0.001941941,0,0,0.566294006,0.273419931,0.210947806,0.999414087
TIC 323442776,70.900052,-84.811119,1.14929287,6095,17,80.0703,0.0604,0.3039,0.0008,0.3319,0.0058,0.979,0.0005,0,0,0.5053,0.3019,0.3284,0.9986
TIC 121213501,287.3408867,38.32567437,0.473627339,6276,7,80.89122041,0.545176563,0.242849551,0.004167798,0.765171414,0.03832587,0.979266256,0.002745631,0,0,0.545744739,0.30963783,0.288995242,0.999259108
TIC 384355530,136.1485032,-54.01643835,0.96071918,6852,24,88.71848296,1.166250768,0.210386246,0.004229391,0.577732744,0.069218468,0.718163088,0.009027415,0,0,0.545630919,0.285059598,0.084600069,0.996451834
TIC 164776925,27.39038446,-19.62479227,0.340797593,6032,20,79.3678,0.9152,0.5392,0.0069,0.0404,0.0003,0.9687,0.0008,0,0,0.4381,0.33,0.5095,1
TIC 141871560,94.11558288,-74.44703126,0.629708527,7008,49,83.951,0.8879,0.186,0.0022,0.5698,0.0301,0.9876,0.0026,0,0,0.5539,0.2741,0.2276,1
TIC 320268279,7.46965392,56.96680762,0.45093949,6675,51,82.889,0.4557,0.4345,0.0132,0.5845,0.0445,1.0158,0.004,0,0,0.4956,0.3535,0.5215,0.9977
TIC 7724421,66.41135971,-38.05948092,0.641123459,6506,32,68.46300617,0.581999921,0.087452296,0.001760603,0.255267509,0.060147212,0.901288347,0.004059674,0,0,0.597196851,0.20583236,0.083941134,0.999397258
TIC 165458777,180.151347,-39.259732,0.29283663,5255,90,89.84546276,0.165166813,0.432647078,0.001296315,0.32586289,0.007549858,0.98117858,0.000708994,0,0,0.47708022,0.332652026,0.447986134,0.997410392
TIC 257060367,329.9250836,36.28396748,0.526901109,7846,14,69.32900434,0.555224435,0.358227465,0.030620982,0.032586245,0.002764722,0.908237089,0.003210161,0,0,0.473944187,0.296061832,0.298155586,0.998542967
TIC 29848012,23.56807566,-7.410552795,0.349010465,5770,8,88.94960751,0.908426171,0.368229549,0.00158516,0.142651974,0.008444633,1.004422294,0.000997834,0,0,0.478224488,0.305619538,0.413282172,0.998772473
TIC 375854100,336.1062519,70.3326651,0.266511801,5136,21,89.90280373,0.103187275,0.684974446,0.0064024,0.652852952,0.018598355,0.951120059,0.001306375,0,0,0.471878633,0.407488219,0.604801457,0.993457172
TIC 34274139,62.09214913,-8.074625954,0.420026031,6288,34,50.9341867,0.665331926,0.159615607,0.029895225,0.757485368,0.15668408,1.010471371,0.007684589,0,0,0.572318305,0.270906127,0.222777128,0.999288137
TIC 18566969,266.7690728,29.8979594,0.56370169,7138,23,59.79731434,0.351884769,0.971053113,0.042386243,0.208981335,0.02458406,0.948463198,0.007724579,0,0,0.402552392,0.39742386,0.83245199,0.996732608
TIC 107011293,162.0119543,-39.11853769,0.946477527,7141,23,57.85254847,1.116889078,0.151579208,0.027426147,0.123377526,0.066271157,0.881613264,0.009359331,0,0,0.551263444,0.237128469,0.125564428,0.998120123
TIC 423833748,62.65624805,-38.92805201,0.427051757,6378,14,66.90136464,0.709512448,0.200546736,0.020107134,0.673593775,0.061287993,0.978415322,0.001776779,0,0,0.553542659,0.286316217,0.240526711,0.999830677
TIC 33004581,88.03506715,-27.71277633,0.621562386,7604,3,52.53911542,1.878003219,0.948134954,0.049779381,0.503116922,0.141842201,0.934888375,0.00765324,0,0,0.435059214,0.425912395,0.790960718,0.994457939
TIC 31655792,46.57188415,-68.20823853,0.415859052,6296,5,78.44518964,0.167873967,0.278069209,0.00157369,0.329693574,0.008512483,0.950794164,0.000939849,0,0,0.512102341,0.294265214,0.275933428,0.994519649
TIC 374828411,54.99604591,3.241692181,0.282780264,5177,87,89.96518222,0.050344508,0.6599087,0.002310173,0.339410974,0.009872479,0.964101173,0.000789146,0,0,0.445226474,0.373166047,0.606615063,0.995869766
TIC 50742258,82.86005255,-0.975868168,0.853054938,6621,26,62.54915508,0.663798327,0.166243864,0.019290771,0.220469237,0.039341962,0.959282547,0.002292536,0,0,0.547601051,0.248068811,0.1786199,0.999202114
TIC 5674169,33.03655255,27.13839738,0.317981441,5664,17,87.03622007,1.699113883,0.226996841,0.003284591,0.527658793,0.041473839,0.99528633,0.002051279,0,0,0.537763769,0.28876828,0.275438967,0.998489328
TIC 340782794,19.15862735,-39.70870366,0.379717066,6160,6,78.56755889,0.294762106,0.344150531,0.006452749,0.114971425,0.008190493,0.997402867,0.000938566,0,0,0.482332481,0.298252783,0.378494118,0.999616226
TIC 115046240,72.98398721,-16.49657619,0.345891049,5668,106,66.98618434,0.800754227,0.209274474,0.027200786,0.259482307,0.033635105,0.988903021,0.001612407,0,0,0.531031967,0.267299032,0.240492366,0.999458309
TIC 257525627,45.81175976,-23.1866686,0.456310804,6278,21,80.24094697,0.238442183,0.219380345,0.001286299,0.635800462,0.017929158,0.967415329,0.001336102,0,0,0.54561158,0.292111369,0.248500826,0.999292093
TIC 100735916,311.0687067,-53.84453758,0.40522003,6611,4,56.98249718,0.463661345,0.134940648,0.011985833,0.786150833,0.089246886,1.003402602,0.005762684,0,0,0.584203516,0.258093564,0.188038201,0.998994306
TIC 73455146,190.906603,-46.934674,0.669278873,7314,53,83.13408345,0.216587616,0.20920899,0.0010004,0.535986166,0.012895807,1.011830022,0.00080656,0,0,0.544010789,0.282226666,0.270370591,0.99801838
TIC 41533230,93.77948,-71.57012,1.418807589,5928,13,55.06419657,1.229281105,0.089913436,0.020424529,0.63107037,0.195776191,0.933771421,0.009918695,0,0,0.605391376,0.220502193,0.101004037,0.998301762
TIC 198389193,258.1937792,54.15064227,0.534679205,6951,10,63.77438115,0.422765418,0.655813006,0.154850548,0.058573142,0.021887543,1.000587138,0.004322911,0,0,0.422192051,0.348180686,0.6815628,0.997802626
TIC 271495349,117.715639,3.650932696,0.551154896,6577,21,88.88784903,0.736453806,0.45402508,0.001918372,0.482044349,0.010004817,0.986470606,0.000797485,0,0,0.48479689,0.349389472,0.488751669,0.999843564
TIC 349160488,205.0891224,-23.03400277,0.685953613,7021,29,57.4521084,0.338604319,0.119452526,0.022007794,0.614963173,0.15274487,1.060920592,0.002972508,0,0,0.586104636,0.24075155,0.192642731,0.99737633
TIC 158565141,222.3652286,57.29863449,0.275211638,5050,5,63.28715119,0.06262599,0.985050758,0.021553517,0.061151322,0.002779758,0.922098602,0.00101393,0,0,0.386976227,0.384327705,0.713907049,0.999179902
TIC 154875092,195.9122416,88.40201727,0.366632472,5829,113,62.58276977,0.231385259,0.843554435,0.128407417,0.092070583,0.013332341,0.969095958,0.00420469,0,0,0.403179009,0.373315547,0.770333208,0.998105151
TIC 414829771,14.56613148,13.80312391,0.677423078,6775,25,64.64818303,0.247893116,0.342329777,0.017803191,0.080716614,0.007949753,0.973828575,0.001965559,0,0,0.48077196,0.29559742,0.347947442,0.99964215
TIC 116520408,234.1439947,46.63589009,0.290934947,4997,60,70.05464974,0.436577466,0.275212283,0.014557121,0.26944371,0.017330553,0.920832875,0.00135852,0,0,0.509643413,0.289734499,0.229621772,0.998171519
TIC 358179405,107.081637,-74.224548,0.291741378,5247,90,60.31340867,0.646159771,0.687874078,0.194952915,0.057568787,0.020487251,0.920356817,0.00853571,0,0,0.417915814,0.352238157,0.515601958,0.994915571
TIC 9070070,356.8264397,-8.086693709,0.48133844,6771,9,68.39229954,0.235306627,0.266392073,0.010719908,0.419656769,0.018840343,0.989509942,0.000960584,0,0,0.520324014,0.296140251,0.308926498,0.999711865
TIC 458490358,240.0604462,35.20880118,0.38072601,6219,7,79.77300841,0.387316197,0.193789467,0.001842116,0.564786767,0.03101053,0.991843093,0.001564035,0,0,0.550787791,0.277300765,0.238885742,0.998359565
TIC 159981348,241.2141693,53.71981893,0.26161377,5502,52,89.41288229,0.830201268,0.613650326,0.005581487,0.280449991,0.018147911,0.971831158,0.001580402,0,0,0.445897906,0.361082551,0.588410592,0.998572834
TIC 54332627,97.7657911,20.19378654,0.466897964,6609,143,30.41641669,0.527355439,0.344722207,0.136229029,0.398581761,0.206501792,0.852489234,0.032652203,0,0,0.499535283,0.317440977,0.233141251,0.991989053
TIC 272079818,296.1496787,47.65326184,0.442699944,6421,136,48.20753331,0.915495725,0.157777714,0.030166431,0.745368165,0.161870813,1.046422365,0.010315976,0,0,0.572562781,0.269283372,0.243967317,0.998105933
TIC 274676647,256.2877704,49.20885496,0.354097735,5732,109,88.47623789,0.982314842,0.32338392,0.0023656,0.215194187,0.014901083,1.005716239,0.001395198,0,0,0.493469503,0.299663827,0.374201626,0.998128696
TIC 420134346,291.2884631,75.54943796,0.601121079,6435,33,76.96995783,0.510882139,0.233044789,0.003247286,0.282024406,0.03241466,0.986119345,0.002868286,0,0,0.523561993,0.276988208,0.265120026,0.996972919
TIC 219176881,91.48674747,-53.71442911,0.463812213,6454,10,72.05177358,0.199925422,0.141037805,0.001428833,0.683391399,0.015441965,0.974998945,0.001236492,0,0,0.577457902,0.256868819,0.175992693,0.99940228
TIC 376939426,19.38514086,7.891689379,0.336475422,6166,12,84.98599214,0.216127202,0.382359315,0.001607584,0.444979388,0.010262507,0.989474492,0.000930213,0,0,0.494764665,0.330225376,0.421585883,0.999343045
TIC 66080183,340.6610906,53.4174535,0.401375525,6184,71,89.97344139,0.032371435,0.597612839,0.002001075,0.694886114,0.006720378,0.958316136,0.000681364,0,0,0.484325327,0.396970123,0.573481909,0.996973686
TIC 41994216,23.65323411,-39.46977507,0.290503275,5595,7,51.43364961,0.241587225,0.978199448,0.026177029,0.147250511,0.010217826,0.868899405,0.005714323,0,0,0.395874216,0.392014558,0.57823872,0.99669796
