name,RA,DEC,Period,T1,T1error,incl,inclerror,q,qerror,f,ferror,t2t1,t2t1error,l3,l3error,r1,r2,l2/l1,R2
TIC 447236438,250.7814615,-61.09501215,0.60699312,7046,20,53.31641927,0.499187876,0.971121016,0.025331407,0.257786836,0.028889616,0.918899647,0.005515586,0,0,0.40743533,0.402331083,0.754371946,0.996272996
TIC 332918217,84.873237,-8.14874,0.444243353,6433,136,73.27013072,0.131228849,0.187816655,0.001455369,0.18717689,0.007695638,0.981693741,0.000851684,0,0,0.536511314,0.255421918,0.21215736,0.999794945
TIC 370247078,332.3807182,-59.45525527,0.362596527,6032,9,82.23854109,0.262259406,0.352205869,0.002045517,0.226981095,0.01311511,0.990601791,0.001486984,0,0,0.487144935,0.30759156,0.382490303,0.99827757
TIC 175532970,46.02251822,-39.86803778,0.602188853,6669,28,72.8348567,0.279247175,0.086493131,0.000979861,0.232132963,0.032337572,0.941115457,0.00180732,0,0,0.597389069,0.204379501,0.095299301,0.998967443
TIC 417052182,304.2117384,41.96146001,0.313293695,5862,6,89.22769612,0.887009078,0.14107547,0.001779579,0.526439602,0.032696939,0.948073676,0.002148546,0,0,0.571543771,0.249694449,0.154353051,0.998390924
TIC 289370888,278.068073,41.84617887,0.859722345,6007,5,89.76450301,0.331902309,0.711600056,0.007312822,0.350507525,0.017909806,0.910210214,0.001901328,0,0,0.440436956,0.38145212,0.535449649,0.994587226
TIC 142619515,171.0222346,77.8711371,0.269919672,5320,8,85.1593,0.9358,0.266,0.0034,0.2518,0.0443,0.94,0.0021,0,0,0.5114,0.2859,0.2448,1
TIC 32200310,332.4455443,-27.06708848,0.36033903,5613,17,78.9963,0.068,0.9285,0.2711,0.1744,0.0077,1.0537,0.0012,0,0,0.4028,0.3898,1.1233,0.9958
TIC 372366518,331.9805286,36.68557245,0.558541459,7322,171,86.73110528,0.926852844,0.273917768,0.001531947,0.387564614,0.012953811,0.996619182,0.001515247,0,0,0.516449767,0.296555756,0.320263453,0.998553036
TIC 292753203,275.178834,-74.36985502,0.505907828,5896,57,82.89026307,0.51047389,0.427978057,0.006215987,0.308824269,0.027461892,0.998604919,0.001795621,0,0,0.476745355,0.330391134,0.473097518,0.998578336
TIC 157175641,175.700341,-35.816049,0.370141836,5857,114,84.8961,0.7095,0.3171,0.0013,0.2107,0.0314,0.9892,0.0028,0,0,0.4948,0.2978,0.3467,1
TIC 55778901,182.2604165,56.03165374,0.354517518,5735,109,85.432064,0.149280316,0.440903251,0.001077987,0.168038455,0.005932689,0.986608432,0.000491073,0,0,0.464596227,0.322563471,0.458171283,0.998895894
TIC 271594955,108.477501,-72.390526,0.411732338,5892,113,73.86603135,0.894662708,0.20784848,0.011338332,0.722014093,0.049800746,0.980904701,0.003883297,0,0,0.553533743,0.292357655,0.252202136,0.998687782
TIC 235067275,85.75724843,-46.43886209,0.3663532,5715,29,65.68760266,0.364548618,0.077285906,0.001506116,0.26879136,0.024194728,0.935744177,0.002193706,0,0,0.606285247,0.198592536,0.0840283,0.995448733
TIC 24066056,276.5671651,34.91894787,0.402218123,6417,6,63.89584286,1.182672151,0.211333979,0.069953125,0.775715096,0.198479724,0.980962582,0.008517803,0,0,0.555150377,0.297148902,0.259405099,0.998571039
TIC 157420463,264.6198977,36.15009311,0.426347972,6313,6,35.78965424,1.290322421,0.861696037,0.116515919,0.752445583,0.183652935,0.96250382,0.011305514,0,0,0.469514378,0.444595145,0.788972845,0.992126983
TIC 142587827,167.8704005,73.11527688,0.439141487,6394,135,86.9252987,0.26990741,0.177360918,0.000577317,0.508679869,0.008975244,0.973790463,0.000441432,0,0,0.554585174,0.267011222,0.207925633,0.999414504
TIC 97328396,31.65952117,14.25770426,0.485088842,5692,14,88.48580024,0.490273338,0.319008627,0.001091933,0.611488415,0.008730346,0.988323412,0.000677032,0,0,0.518622202,0.325237999,0.36696698,0.999377684
TIC 115419820,252.380168,47.10800159,0.878327206,7327,19,65.88177106,0.100576966,0.80235539,0.047149799,0.075525719,0.00465892,0.953430785,0.001869616,0,0,0.406016175,0.3673432,0.712958324,0.997870633
TIC 310169616,239.2721757,50.09108824,0.41143766,6127,5,89.82516845,0.23508789,0.44570258,0.001449363,0.094052171,0.006863823,1.018225997,0.000876705,0,0,0.458641915,0.318073092,0.509815564,0.9990953
TIC 325565137,85.44327992,-86.63317305,0.4488655,6426,27,30.82910574,0.524730663,0.969743604,0.030556296,0.206560906,0.04756045,0.899083742,0.019878806,0,0,0.40242095,0.397056172,0.685720304,0.998932825
TIC 201425836,92.19778609,-34.41656517,0.662035835,8128,203,70.38015804,0.227875654,0.416803147,0.024049008,0.571321437,0.023318001,1.012633039,0.001938388,0,0,0.497493846,0.348243241,0.494484243,0.998351004
TIC 53603189,103.1334276,-25.55842613,0.418588384,6240,12,85.14031285,0.195855699,0.156538096,0.000736786,0.656903412,0.012287757,1.018378012,0.000667621,0,0,0.569455935,0.264162992,0.220317857,0.999252779
TIC 257002707,223.9325128,76.30658223,0.376972721,5910,116,36.76534354,1.138152664,0.063375667,0.019527489,0.795342178,0.217297701,1.027705957,0.012995374,0,0,0.631203396,0.20182024,0.107996218,0.998820972
TIC 193322682,178.1311875,-15.95066424,0.333691893,5586,4,60.98594735,0.46896989,0.134108757,0.010155661,0.414052263,0.037601287,0.974521947,0.001712961,0,0,0.571090829,0.240956457,0.15843641,0.998783745
TIC 18433724,265.9725267,31.53009407,0.407484947,6679,9,72.75205385,0.548126741,0.20600967,0.008881327,0.498057011,0.02551587,0.982117674,0.001915807,0,0,0.543311983,0.278823816,0.243048965,0.999356783
TIC 335667409,214.3145272,-60.25026649,1.346005735,13449,413,85.51888383,0.128501388,0.926523786,0.023430938,0.031803604,0.002260606,0.787460894,0.001265613,0,0,0.389537332,0.37609901,0.569409648,0.998619267
TIC 71026173,65.82161874,-13.04480803,0.679762499,6815,37,65.90820489,0.218568587,0.260736288,0.009636752,0.551859154,0.019514554,1.006603456,0.0015875,0,0,0.529155388,0.302476512,0.324396818,0.997315008
TIC 146637697,42.56634588,-46.81893095,0.271815602,5105,11,80.01861586,0.184819105,0.295224282,0.001630472,0.146848824,0.013074374,0.938376734,0.001100458,0,0,0.497201965,0.28795872,0.260620054,0.998861666
TIC 343409837,310.014981,63.99292325,0.352511737,6151,8,88.9166562,0.714791695,0.125107563,0.00078654,0.477897865,0.015262313,0.993758975,0.001065645,0,0,0.578279804,0.238517923,0.163327707,0.99858473
TIC 461597238,8.767844458,84.9888762,0.891265684,9911,274,33.09615459,0.504920926,0.954390576,0.064780694,0.787044993,0.091714604,0.914730093,0.004877756,0,0,0.468641307,0.460915946,0.780153122,0.998486373
TIC 356198153,266.8831287,50.94251386,0.468181852,7396,33,59.91330893,1.073229759,0.126130102,0.024092032,0.388549908,0.09245583,1.049080565,0.007486055,0,0,0.574665619,0.235422381,0.187779205,0.994744307
TIC 76094083,86.20792293,27.50677392,0.389059906,6326,159,75.22596087,0.401985327,0.269247422,0.008523122,0.270546664,0.013047849,0.987283241,0.001554461,0,0,0.511460578,0.288003786,0.300932009,0.999326131
TIC 125958765,256.896468,-46.67967,0.61686784,7776,189,39.69189452,0.79016264,0.035614144,0.003318407,0.602406443,0.19137585,0.981332114,0.022654912,0,0,0.661121508,0.162560674,0.056117226,0.999028814
TIC 306508587,118.8770416,-66.99569569,1.106736025,5969,13,71.50404871,0.334932698,0.111165388,0.001544292,0.398471522,0.039967404,0.932437783,0.00272362,0,0,0.584089634,0.226856321,0.11631672,0.999124473
TIC 26970485,293.8693349,53.13161625,0.530369524,7242,20,32.91723954,0.73472937,0.861169064,0.126491284,0.813052091,0.128665076,0.922522689,0.008775017,0,0,0.476955387,0.452226018,0.699894067,0.996926805
TIC 452819172,73.18132313,3.210871783,0.412005525,7386,22,73.46346093,0.265748179,0.159806199,0.002113709,0.175031416,0.024040828,0.931443517,0.002878126,0,0,0.548968224,0.243139292,0.15836102,0.998050264
TIC 140627676,70.69267379,72.97830005,0.498206542,6853,153,75.49608747,0.531285688,0.410552444,0.032650881,0.540183823,0.024856265,0.986215797,0.001464697,0,0,0.496275647,0.344272616,0.451487344,0.998099393
TIC 12921082,305.0891556,38.69991351,1.774144031,16780,545,40.60486121,3.738254891,0.532515607,0.151263549,0.55343879,0.171722682,0.832979125,0.026274295,0.688653797,0.062263076,0.479224018,0.371306619,0.425094689,0.995988692
TIC 2940839,81.96833281,34.78284371,1.8125417,21668,711,80.4650617,0.142631621,0.997277464,0.004153059,0.030679608,0.000941861,0.830001648,0.001636843,0.452181292,0.002475957,0.38300672,0.382526604,0.741969083,0.99749947
TIC 308018120,155.056692,-13.860107,0.380837228,5940,117,75.46240238,2.064601631,0.550665827,0.102699142,0.146217448,0.068904372,1.004931592,0.00323301,0.70593591,0.022166249,0.444170414,0.340145542,0.593280808,0.997936851
TIC 121108244,287.0808776,40.04636636,0.395231617,6052,121,85.97006256,1.344357231,0.821580574,0.086588941,0.099936131,0.041691266,0.942032852,0.004321057,0.800491528,0.00521955,0.406149693,0.371669612,0.682737527,0.995199578
TIC 204327008,347.0989618,-19.70390301,0.323035399,5467,14,80.63670679,1.994326428,0.375983918,0.032001226,0.145688024,0.060046634,0.937839317,0.002661136,0.726018257,0.020502349,0.476639673,0.30755071,0.326640707,0.993315317
TIC 152147549,169.881208,-39.846699,0.22953981,4763,71,79.55162214,2.70491569,0.392314435,0.098635775,0.040211523,0.015901056,0.97639844,0.002915142,0.671932383,0.01083225,0.466352805,0.303819096,0.384611342,0.997090918
TIC 2939367,82.04038467,35.28167043,1.630335426,15661,501,89.10512486,3.026946088,0.657919843,0.096824574,0.188976296,0.03591378,0.891220128,0.004725251,0.494762358,0.008573331,0.432610173,0.359562297,0.558027003,0.997939736
TIC 149622009,202.1721349,23.58026121,0.255162609,6328,5,80.58271319,1.60172164,0.385720221,0.030022657,0.114624602,0.03698192,0.926647827,0.003317625,0.818189623,0.008470213,0.47250178,0.307536907,0.329211998,0.997875472
TIC 36883123,43.3950411,-9.208017411,0.335233379,5983,5,74.17398268,0.937715413,0.593628167,0.057263696,0.050804292,0.02187306,0.967326915,0.001141154,0.659160273,0.009661788,0.430365558,0.338975592,0.553313391,0.999538632
TIC 239717578,81.8721889,34.41742686,1.463591006,21549,232,44.61033975,2.936347584,0.292202184,0.03877226,0.885579452,0.080374552,0.728677494,0.019289885,0.494963215,0.066034759,0.541677364,0.337038782,0.220968825,0.992
TIC 358250091,55.67614791,-58.38684512,0.419439297,6240,129,79.82802096,0.908958111,0.500221101,0.052602611,0.043735229,0.012768484,0.96115156,0.002873965,0.727192448,0.006114309,0.445018462,0.323975363,0.465032135,0.996117185
TIC 220654235,245.6239485,-57.52164083,0.47901564,6704,147,77.572278,0.811531965,0.935327878,0.076180183,0.942934512,0.039174119,0.844529309,0.01421577,0.01748382,0.018793972,0.491217284,0.480817716,0.547048159,0.992
TIC 406951407,290.2848891,51.03359268,0.361693539,5791,111,73.76708748,2.816341633,0.717635435,0.15590042,0.233276735,0.122488873,0.932070258,0.005260523,0.672765459,0.039222219,0.429280108,0.371455317,0.580864947,0.99662565
TIC 240175453,169.220108,14.07364151,0.329533277,5595,5,67.04954735,0.445760183,0.986123914,0.013300067,0.878385551,0.018945888,0.861005397,0.001825546,0.592851091,0.00810706,0.479823304,0.477585732,0.564341447,0.992329145
TIC 263035184,264.489157,-39.189643,0.303428837,5359,4,78.96418983,0.866648868,0.424217126,0.012462465,0.059870248,0.014136027,0.937360218,0.0012612,0.643272836,0.007372109,0.460698643,0.311532614,0.358874258,0.99843827
TIC 47935311,280.9704411,50.89411329,0.54927045,6326,4,80.85085595,0.549714515,0.367430949,0.014727145,0.132937519,0.023369009,0.783045512,0.001895528,0.530289454,0.010352195,0.477810301,0.304784588,0.170636571,0.998686905
TIC 179368346,211.860811,-38.594191,0.262717931,5021,81,78.36230608,0.353982477,0.403129876,0.01411699,0.103814354,0.010082455,1.014382644,0.001241443,0,0,0.46800105,0.310429316,0.464883594,0.997746795
TIC 1981434196,316.1203013,70.76388644,0.306251648,5360,94,64.38464577,0.206885572,0.319946819,0.025651814,0.83254091,0.045772512,1.084929444,0.003667866,0,0,0.532874513,0.342289611,0.531251456,0.999641022
TIC 22129510,269.5208499,32.64805939,0.443063158,6442,1,32.72420922,0.619162756,0.149470582,0.018495618,0.629487247,0.063025567,1.065965672,0.004538987,0,0,0.571483155,0.259040433,0.243028617,0.999763425
TIC 428534573,56.2552181,49.61663317,0.376749385,5997,36,61.45485474,0.168353035,0.260503493,0.010142781,0.502671124,0.020466133,1.063505977,0.001577676,0,0,0.526513032,0.299316803,0.385611629,0.999414346
TIC 141179506,180.3881121,43.04164914,0.378881925,6100,12,49.54237753,0.453123932,0.178124271,0.017032717,0.68408824,0.056097018,1.123147596,0.011207652,0,0,0.561956855,0.276508114,0.337174317,0.998015596
TIC 366087912,75.56142083,31.26369162,0.60332945,6830,12,51.0847,0.3711,0.1483,0.0116,0.3611,0.0335,1.0905,0.0036,0,0,0.5618,0.2461,0.2427,1
TIC 1981434198,316.1215712,70.76451428,0.306251648,5360,94,64.70141463,0.182064713,0.337948025,0.020332718,0.856955033,0.033160183,1.085862784,0.003207056,0,0,0.531344556,0.350126138,0.560010318,0.999626229
TIC 41232835,91.980475,-66.360294,0.2393426,5097,40,59.68945911,0.131712586,0.42970818,0.012929216,0.918070976,0.00948826,1.197855635,0.001969606,0,0,0.522788932,0.382616005,0.987418086,0.996768794
